ID	GeneID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	obscurus2100968	chrChromosome21	-	25254004	25254104	25254604	25254717	25253860	25253917	25256412	25256550	17	"28,9,16"	"2,1,0"	"3,9,9"	"2,2,3"	262	249	0.004562071	0.065333359	"0.93,0.895,1.0"	"0.588,0.81,0.74"	0.229
18	obscurus2100968	chrChromosome21	-	25254604	25254717	25256412	25256550	25254004	25254104	25256703	25256828	18	"15,6,7"	"23,14,5"	"3,3,13"	"5,12,15"	287	262	0.627215436	0.867727142	"0.373,0.281,0.561"	"0.354,0.186,0.442"	0.078
19	obscurus2100968	chrChromosome21	-	25254604	25254717	25256703	25256828	25254004	25254104	25257020	25257165	19	"25,2,18"	"22,14,5"	"11,11,8"	"5,14,15"	274	262	0.9870325	1	"0.521,0.12,0.775"	"0.678,0.429,0.338"	-0.01
20	obscurus2100961	chrChromosome21	-	25102175	25102217	25102291	25102355	25101676	25101810	25104010	25104106	20	"31,8,27"	"13,38,8"	"17,28,20"	"4,9,11"	213	191	0.133300786	0.379697475	"0.681,0.159,0.752"	"0.792,0.736,0.62"	-0.185
21	obscurus2100961	chrChromosome21	-	25102291	25102355	25104010	25104106	25102175	25102217	25106058	25106179	21	"36,4,34"	"19,26,10"	"35,51,47"	"6,19,14"	245	213	0.035057777	0.18788739	"0.622,0.118,0.747"	"0.835,0.7,0.745"	-0.264
22	obscurus2100934	chrChromosome21	-	23818106	23818164	23818471	23818586	23817928	23818024	23820824	23820857	22	"75,9,33"	"36,8,35"	"39,11,65"	"18,8,19"	264	207	0.082747197	0.297172597	"0.62,0.469,0.425"	"0.629,0.519,0.728"	-0.121
23	obscurus2100913	chrChromosome21	+	23521618	23521845	23527752	23527803	23520000	23520283	23530394	23530595	23	"47,1,36"	"10,0,4"	"40,30,39"	"14,16,6"	298	200	0.068276884	0.272400125	"0.759,1.0,0.858"	"0.657,0.557,0.814"	0.196
24	obscurus2100883	chrChromosome21	-	22718915	22719059	22727190	22727530	22716412	22716569	22732186	22732618	24	"19,7,5"	"10,0,4"	"9,14,12"	"6,1,3"	298	293	0.580827378	0.830561819	"0.651,1.0,0.551"	"0.596,0.932,0.797"	-0.041
25	obscurus2100867	chrChromosome21	+	22312631	22312691	22315916	22316017	22310468	22310705	22319949	22320010	25	"42,31,23"	"76,38,56"	"65,80,19"	"133,131,58"	209	250	0.526313337	0.793802196	"0.398,0.494,0.329"	"0.369,0.422,0.282"	0.049
26	obscurus2100715	chrChromosome21	-	17864563	17864662	17866724	17866748	17863652	17863751	17867022	17867208	26	"0,0,0"	"9,2,2"	"0,2,0"	"8,4,0"	173	248	1	1	"0.0,0.0,0.0"	"0.0,0.418,NA"	-0.209
27	obscurus2100713	chrChromosome21	-	17814160	17814276	17814857	17814967	17813589	17814089	17815035	17815253	27	"595,615,433,991"	"473,632,242,572"	"557,747,213,652"	"411,740,003,674"	259	265	0.450744445	0.731286435	"0.563,0.329,0.614"	"0.581,0.547,0.504"	-0.042
28	obscurus2100713	chrChromosome21	-	17814357	17814463	17814857	17814967	17814160	17814276	17815035	17815253	28	"595,615,413,991"	"596,127,353,449"	"557,947,213,654"	"640,753,284,960"	259	255	0.760789679	0.947665966	"0.496,0.357,0.533"	"0.462,0.466,0.42"	0.013
29	obscurus2100622	chrChromosome21	-	16356356	16356429	16357356	16357407	16352349	16352833	16358123	16358172	29	"6,0,2"	"0,3,0"	"0,3,1"	"0,2,0"	200	222	1	1	"1.0,0.0,1.0"	"NA,0.625,1.0"	-0.146
30	obscurus2100520	chrChromosome21	+	14759293	14759340	14759409	14759483	14759058	14759220	14759556	14759628	30	"53,11,48"	"176,169,96"	"41,50,54"	"148,154,135"	196	223	0.193688001	0.457166356	"0.255,0.069,0.363"	"0.24,0.27,0.313"	-0.045
31	obscurus2100433	chrChromosome21	-	13671653	13671719	13672931	13673009	13659112	13659264	13674807	13674927	31	"32,19,20"	"35,7,13"	"25,24,14"	"27,21,17"	227	215	0.221867135	0.49519574	"0.464,0.72,0.593"	"0.467,0.52,0.438"	0.117
32	obscurus2100316	chrChromosome21	+	12297580	12297719	12300071	12300112	12297441	12297501	12300220	12300293	32	"178,102,157"	"63,12,65"	"117,208,97"	"19,52,28"	288	190	0.444099396	0.72762048	"0.651,0.849,0.614"	"0.802,0.725,0.696"	-0.036
33	obscurus2100222	chrChromosome21	-	10386546	10386616	10386714	10386736	10386359	10386469	10386826	10386914	33	"3,2,9"	"21,0,20"	"10,7,7"	"2,4,7"	171	219	0.14120183	0.384493245	"0.155,1.0,0.366"	"0.865,0.691,0.562"	-0.199
34	obscurus2100144	chrChromosome21	-	7108852	7108965	7109073	7109175	7106093	7106208	7110100	7110227	34	"305,114,671,353"	"318,352,151,373"	"238,720,722,842"	"277,026,223,861"	251	262	0.391066474	0.681136802	"0.5,0.227,0.507"	"0.474,0.452,0.434"	-0.042
35	obscurus2100077	chrChromosome21	+	5186838	5186916	5187227	5187293	5157960	5158083	5202217	5202369	35	"33,33,18"	"18,6,31"	"8,16,18"	"11,11,6"	227	215	0.801795628	0.970018658	"0.635,0.839,0.355"	"0.408,0.579,0.74"	0.034
36	obscurus2100077	chrChromosome21	+	5187227	5187293	5202217	5202369	5186838	5186916	5203953	5204038	36	"9,18,28"	"36,4,40"	"6,13,3"	"26,35,17"	215	298	0.032756672	0.184455044	"0.257,0.862,0.492"	"0.242,0.34,0.197"	0.277
37	obscurus2100027	chrChromosome21	+	1998413	1998526	1999261	1999320	1993445	1993574	2000088	2000166	37	"72,23,63"	"17,0,19"	"48,61,46"	"11,11,6"	262	208	0.797279245	0.969438076	"0.771,1.0,0.725"	"0.776,0.815,0.859"	0.015
38	obscurus2100021	chrChromosome21	+	1684568	1684772	1725341	1725455	1587445	1587601	1740919	1741025	38	"21,0,52"	"28,12,32"	"12,15,15"	"15,18,11"	298	263	0.310952197	0.597726479	"0.398,0.0,0.589"	"0.414,0.424,0.546"	-0.132
39	obscurus2000959	chrChromosome20	+	27103466	27103650	27108060	27108160	27095316	27095326	27114658	27114779	39	"9,0,5"	"4,4,1"	"16,3,10"	"5,7,7"	298	249	0.8267903	0.982657498	"0.653,0.0,0.807"	"0.728,0.264,0.544"	-0.025
40	obscurus2000958	chrChromosome20	+	27090732	27090781	27091411	27091468	27090137	27090355	27093677	27093866	40	"1,0,1"	"17,0,6"	"0,4,1"	"0,10,6"	198	206	1	1	"0.058,NA,0.148"	"NA,0.294,0.148"	-0.118
41	obscurus2000958	chrChromosome20	+	27090880	27091018	27091411	27091468	27090732	27090781	27093677	27093866	41	"0,6,3"	"10,0,1"	"0,0,1"	"0,5,4"	287	206	1	1	"0.0,1.0,0.683"	"NA,0.0,0.152"	0.485
42	obscurus2000952	chrChromosome20	+	26978720	26978946	26979793	26979867	26978147	26978230	26980583	26980656	42	"577,126,618"	"303,110,272"	"341,499,522"	"220,294,315"	298	223	0.683787964	0.900333755	"0.588,0.462,0.63"	"0.537,0.559,0.554"	0.01
43	obscurus2000889	chrChromosome20	+	24907806	24907945	24910585	24910719	24906801	24907149	24915083	24915267	43	"732,305,625"	"587,147,427"	"653,642,621"	"391,457,410"	288	283	0.978864366	1	"0.551,0.671,0.59"	"0.621,0.58,0.598"	0.004
44	obscurus2000889	chrChromosome20	+	24907806	24907945	24915083	24915267	24906801	24907149	24915795	24916080	44	"716,286,593"	"731,471,623"	"628,606,584"	"607,626,612"	288	298	0.17831671	0.438235983	"0.503,0.386,0.496"	"0.517,0.5,0.497"	-0.043
45	obscurus2000836	chrChromosome20	+	23065169	23065187	23066395	23066876	23064754	23064814	23067454	23067774	45	"0,0,3"	"148,2,102"	"2,0,0"	"190,161,186"	167	298	1	1	"0.0,0.0,0.05"	"0.018,0.0,0.0"	0.011
46	obscurus2000797	chrChromosome20	-	22380914	22381001	22381080	22381151	22379703	22379870	22381226	22381339	46	"79,50,34"	"80,80,72"	"71,37,69"	"105,67,120"	220	236	0.569371183	0.823529392	"0.514,0.401,0.336"	"0.42,0.372,0.382"	0.026
47	obscurus2000728	chrChromosome20	+	21070522	21070584	21071875	21071947	21069648	21069792	21072220	21072347	47	"78,48,85"	"134,188,65"	"87,52,63"	"105,97,119"	211	221	0.811880641	0.975800225	"0.379,0.211,0.578"	"0.465,0.36,0.357"	-0.005
48	obscurus2000481	chrChromosome20	-	15439984	15440072	15440402	15440504	15439671	15439891	15441224	15441242	48	"68,21,63"	"263,56,143"	"60,81,98"	"511,527,864"	251	237	2.58E-10	7.49E-08	"0.196,0.261,0.294"	"0.1,0.127,0.097"	0.142
49	obscurus2000447	chrChromosome20	+	14807704	14807827	14808046	14808119	14807473	14807599	14810017	14810118	49	"601,131,601"	"232,88,207"	"303,598,515"	"159,249,216"	272	222	0.860469275	0.993788285	"0.679,0.549,0.703"	"0.609,0.662,0.661"	0
50	obscurus0000054	chrContig1	+	3194136	3194288	3194357	3194516	3193570	3193662	3194597	3194690	50	"65,22,63"	"54,13,60"	"33,72,104"	"34,60,52"	298	298	0.57539152	0.826588137	"0.546,0.629,0.512"	"0.493,0.545,0.667"	-0.006
51	obscurus0000054	chrContig1	+	3200049	3200189	3202416	3202605	3199877	3199972	3202693	3202769	51	"57,48,55"	"85,0,67"	"37,69,82"	"31,61,96"	289	298	0.128004727	0.375728395	"0.409,1.0,0.458"	"0.552,0.538,0.468"	0.103
52	obscurus2000222	chrChromosome20	-	11212152	11212236	11214813	11214903	11210998	11211058	11223424	11223509	52	"31,7,38"	"53,1,38"	"100,96,25"	"88,83,34"	239	233	0.818723275	0.981114669	"0.363,0.872,0.494"	"0.526,0.53,0.418"	0.085
53	obscurus2000222	chrChromosome20	-	11214813	11214903	11223424	11223509	11212152	11212236	11227498	11227560	53	"46,49,49"	"22,0,19"	"105,118,24"	"42,56,19"	234	239	0.030385615	0.178016737	"0.681,1.0,0.725"	"0.719,0.683,0.563"	0.147
54	obscurus2000126	chrChromosome20	-	6633180	6633293	6634465	6634611	6633035	6633069	6636296	6636427	54	"15,2,24"	"6,2,14"	"7,1,2"	"1,7,2"	295	262	0.416880556	0.702880007	"0.689,0.47,0.604"	"0.861,0.113,0.47"	0.106
55	obscurus2100556	chrChromosome21	-	15069710	15069886	15070735	15070888	15069432	15069568	15071115	15071288	55	"22,6,66"	"139,43,129"	"13,14,15"	"63,151,123"	298	298	0.010739304	0.10381327	"0.137,0.122,0.338"	"0.171,0.085,0.109"	0.077
56	obscurus2000037	chrChromosome20	-	2386747	2386899	2387399	2387476	2386568	2386675	2387543	2387788	56	"24,1,33"	"38,19,22"	"10,16,5"	"12,10,8"	226	298	0.205631241	0.472164026	"0.454,0.065,0.664"	"0.524,0.678,0.452"	-0.157
57	obscurus1900861	chrChromosome19	-	25090820	25090905	25092376	25092508	25089527	25089633	25095385	25095459	57	"35,4,28"	"17,6,8"	"13,23,30"	"19,16,13"	281	234	0.415655388	0.701834425	"0.632,0.357,0.745"	"0.363,0.545,0.658"	0.056
58	obscurus1900861	chrChromosome19	-	25092376	25092508	25095385	25095459	25090820	25090905	25102556	25102599	58	"27,2,14"	"40,6,21"	"16,11,6"	"24,31,26"	223	281	0.210698682	0.478298378	"0.46,0.296,0.457"	"0.457,0.309,0.225"	0.074
59	obscurus1900833	chrChromosome19	-	23148858	23149034	23151862	23152027	23146142	23146308	23152627	23152888	59	"100,23,89"	"88,10,51"	"81,64,45"	"59,57,47"	298	298	0.20654782	0.472574894	"0.532,0.697,0.636"	"0.579,0.529,0.489"	0.089
60	obscurus1900631	chrChromosome19	+	14906617	14906800	14906895	14908338	14904200	14904449	14908583	14908640	60	"35,1,27"	"9,13,10"	"21,15,15"	"4,3,14"	298	298	0.234248751	0.517578193	"0.795,0.071,0.73"	"0.84,0.833,0.517"	-0.198
61	obscurus1900600	chrChromosome19	-	14202616	14202754	14203425	14203500	14201753	14201839	14205399	14205466	61	"12,2,16"	"20,9,11"	"33,19,10"	"70,58,20"	224	287	0.299062214	0.590197183	"0.435,0.222,0.651"	"0.377,0.296,0.39"	0.082
62	obscurus1900563	chrChromosome19	+	13667714	13667933	13668521	13668615	13667418	13667594	13669895	13670038	62	"2,8,10"	"2,3,5"	"3,3,0"	"3,8,1"	298	243	0.019464504	0.142005183	"0.449,0.685,0.62"	"0.449,0.234,0.0"	0.357
63	obscurus1900563	chrChromosome19	+	13668521	13668615	13669895	13670038	13667714	13667933	13670330	13670394	63	"2,0,5"	"4,2,8"	"7,6,4"	"2,5,10"	243	292	0.145995695	0.390218908	"0.375,0.0,0.429"	"0.808,0.59,0.325"	-0.306
64	obscurus1900859	chrChromosome19	-	24959206	24959480	24959818	24959932	24956951	24957481	24961782	24961935	64	"9,0,1"	"4,8,4"	"5,6,5"	"11,10,26"	263	298	0.868539252	0.998518863	"0.718,0.0,0.221"	"0.34,0.405,0.179"	0.005
65	obscurus1900481	chrChromosome19	-	11858222	11858399	11858573	11858765	11857894	11858047	11858871	11859000	65	"625,19,529"	"805,91,630"	"31,117,44"	"47,138,37"	298	298	0.121709659	0.363874239	"0.437,0.173,0.456"	"0.397,0.459,0.543"	-0.111
66	obscurus1900479	chrChromosome19	-	11851383	11851496	11851685	11851731	11851109	11851283	11851829	11852012	66	"108,39,97"	"213,124,146"	"52,45,84"	"114,133,209"	195	262	0.275217921	0.567756661	"0.405,0.297,0.472"	"0.38,0.313,0.351"	0.043
67	obscurus1900409	chrChromosome19	-	10409458	10409525	10409806	10409859	10409219	10409359	10410030	10410102	67	"1,0,0"	"10,16,10"	"0,1,2"	"24,33,35"	202	216	0.625957848	0.867727142	"0.097,0.0,0.0"	"0.0,0.031,0.058"	0.003
68	obscurus1900358	chrChromosome19	+	9320873	9320966	9321682	9321799	9320260	9320326	9321883	9321994	68	"87,49,55"	"135,55,55"	"60,45,41"	"53,65,98"	242	266	0.522974345	0.791623401	"0.415,0.495,0.524"	"0.554,0.432,0.315"	0.044
69	obscurus1900334	chrChromosome19	-	8823438	8823577	8826133	8826194	8821724	8821814	8831354	8831481	69	"229,227,211"	"529,68,490"	"156,142,148"	"369,368,400"	210	288	0.053435251	0.239688632	"0.373,0.821,0.371"	"0.367,0.346,0.337"	0.172
70	obscurus1900243	chrChromosome19	-	6667310	6667644	6669177	6669343	6667113	6667232	6669589	6669904	70	"456,417,083,578"	"501,525,933,372"	"299,532,923,901"	"279,439,154,333"	298	298	0.468152904	0.742515223	"0.476,0.397,0.515"	"0.517,0.457,0.474"	-0.02
71	obscurus1900186	chrChromosome19	-	5241174	5241300	5244981	5245470	5240701	5240820	5247747	5247916	71	"7,0,6"	"9,3,3"	"12,12,3"	"5,13,2"	298	275	0.287248472	0.578532072	"0.418,0.0,0.649"	"0.689,0.46,0.581"	-0.221
72	obscurus1900602	chrChromosome19	+	14263976	14264045	14265886	14266015	14257546	14257629	14266194	14266293	72	"1,1,5"	"102,43,78"	"3,1,5"	"30,54,39"	218	278	0.133064934	0.379697475	"0.012,0.029,0.076"	"0.113,0.023,0.141"	-0.053
73	obscurus2100884	chrChromosome21	-	22827786	22827909	22828390	22828518	22827171	22827300	22829535	22829631	73	"9,053,011,060"	"12,864,601,411"	"6,446,771,053"	"137,312,551,919"	277	272	0.000674676	0.019088398	"0.409,0.391,0.425"	"0.315,0.346,0.35"	0.071
74	obscurus1900061	chrChromosome19	+	1775723	1775795	1776729	1776873	1775376	1775451	1778141	1778206	74	"18,518,362,118"	"1,027,035,107,797"	"340,361,341"	"124,911,497,218,703"	221	293	0	0	"0.193,0.24,0.265"	"0.035,0.031,0.024"	0.203
75	obscurus1900061	chrChromosome19	+	1776729	1776873	1778141	1778206	1775723	1775795	1780530	1780681	75	"11,366,193,996,316"	"39,599,493,813"	"131,661,609,620,204"	"538,671,078,581"	293	214	0.026849694	0.168354835	"0.677,0.937,0.547"	"0.641,0.623,0.632"	0.088
76	obscurus1900061	chrChromosome19	+	1778141	1778206	1780530	1780681	1776729	1776873	1781504	1781582	76	"586,338,524,734"	"420,122,994,332"	"6,882,809,110,087"	"584,675,769,472"	214	298	0.022518351	0.15191329	"0.66,0.7,0.603"	"0.621,0.598,0.597"	0.049
77	obscurus1900041	chrChromosome19	+	1223102	1223192	1223762	1223847	1222811	1222829	1224270	1224329	77	"3,0,5"	"576,172,491"	"0,0,2"	"526,547,656"	239	234	1	1	"0.005,0.0,0.01"	"0.0,0.0,0.003"	0.004
78	obscurus1900028	chrChromosome19	+	868250	868341	868953	869084	864377	864520	869412	869499	78	"18,0,3"	"5,0,18"	"1,1,1"	"13,7,4"	240	280	1	1	"0.808,NA,0.163"	"0.082,0.143,0.226"	0.335
79	obscurus1900028	chrChromosome19	+	868250	868341	869412	869499	864377	864520	869590	870085	79	"18,0,4"	"4,2,11"	"1,1,1"	"7,12,5"	240	236	0.011169426	0.104488176	"0.816,0.0,0.263"	"0.123,0.076,0.164"	0.239
80	obscurus1801057	chrChromosome18	-	25908393	25908500	25908573	25908745	25908051	25908190	25909162	25909165	80	"358,228,052,605"	"424,554,362,590"	"250,025,332,984"	"381,636,614,616"	298	256	0.323963795	0.608087383	"0.42,0.307,0.464"	"0.36,0.373,0.357"	0.034
81	obscurus1801009	chrChromosome18	-	24438867	24438923	24439556	24439609	24438695	24438775	24439696	24439748	81	"14,15,11"	"31,24,17"	"5,7,10"	"29,28,27"	202	205	0.014716986	0.119382544	"0.314,0.388,0.396"	"0.149,0.202,0.273"	0.158
82	obscurus1800969	chrChromosome18	-	23237610	23237867	23243411	23243468	23223046	23223108	23248910	23249008	82	"3,0,3"	"4,0,16"	"2,5,0"	"25,11,3"	206	298	1	1	"0.52,NA,0.213"	"0.104,0.397,0.0"	0.199
83	obscurus1800969	chrChromosome18	-	23241922	23242063	23243411	23243468	23237610	23237867	23248910	23249008	83	"3,0,3"	"12,0,0"	"3,4,0"	"8,1,4"	206	290	1	1	"0.26,NA,1.0"	"0.346,0.849,0.0"	0.232
84	obscurus1800961	chrChromosome18	+	22398835	22399039	22420377	22420509	22388486	22388540	22420577	22420712	84	"37,2,12"	"4,0,2"	"31,20,29"	"0,0,1"	298	281	0.012090487	0.109058894	"0.897,1.0,0.85"	"1.0,1.0,0.965"	-0.073
85	obscurus1800961	chrChromosome18	+	22420377	22420509	22420577	22420712	22398835	22399039	22421907	22422121	85	"28,4,10"	"9,1,3"	"41,24,38"	"8,5,5"	281	284	0.253776931	0.542138564	"0.759,0.802,0.771"	"0.838,0.829,0.885"	-0.073
86	obscurus1800874	chrChromosome18	-	19934060	19934673	19936546	19936675	19932255	19932439	19940829	19940902	86	"30,11,23"	"25,18,44"	"11,20,17"	"20,15,16"	278	298	0.488282735	0.756244813	"0.563,0.396,0.359"	"0.371,0.588,0.532"	-0.058
87	obscurus1800825	chrChromosome18	-	19075883	19075916	19076346	19076521	19075268	19075410	19077072	19077133	87	"87,40,84"	"3,1,0"	"85,72,118"	"1,0,3"	298	182	0.905009224	1	"0.947,0.961,1.0"	"0.981,1.0,0.96"	-0.011
88	obscurus1800810	chrChromosome18	-	18939198	18939372	18939607	18939735	18938502	18938689	18941736	18941908	88	"31,5,31"	"53,4,34"	"28,23,24"	"69,45,35"	277	298	0.149619737	0.396253185	"0.386,0.574,0.495"	"0.304,0.355,0.425"	0.124
89	obscurus2000638	chrChromosome20	+	19141482	19141593	19142278	19142464	19141155	19141237	19142836	19143044	89	"56,35,50"	"110,65,55"	"27,14,8"	"37,22,22"	260	298	0.800369447	0.970018658	"0.368,0.382,0.51"	"0.455,0.422,0.294"	0.03
90	obscurus1800761	chrChromosome18	+	16544938	16545101	16550505	16550647	16542727	16542748	16550999	16551121	90	"12,1,9"	"16,11,8"	"3,8,8"	"8,12,5"	298	291	0.581116795	0.830561819	"0.423,0.082,0.523"	"0.268,0.394,0.61"	-0.081
91	obscurus1800718	chrChromosome18	-	15703048	15703108	15703252	15703372	15702798	15702837	15704104	15704180	91	"45,16,46"	"20,3,18"	"34,70,50"	"23,36,17"	269	209	0.306351984	0.59625554	"0.636,0.806,0.665"	"0.535,0.602,0.696"	0.091
92	obscurus1800684	chrChromosome18	-	14234293	14234453	14236401	14236617	14228656	14228805	14237896	14238091	92	"28,39,57"	"59,22,41"	"34,16,19"	"41,12,20"	298	298	0.808197989	0.974227027	"0.322,0.639,0.582"	"0.453,0.571,0.487"	0.011
93	obscurus1800649	chrChromosome18	+	13504289	13504370	13504627	13504772	13503956	13503983	13504845	13504987	93	"5,5,7"	"14,15,20"	"1,8,13"	"11,9,11"	230	294	0.350619232	0.632532362	"0.313,0.299,0.309"	"0.104,0.532,0.602"	-0.106
94	obscurus1800645	chrChromosome18	+	13471241	13471339	13471956	13472090	13470325	13470420	13472173	13472257	94	"179,121,108"	"389,502,340"	"144,164,98"	"238,290,184"	247	283	0.000110361	0.004741447	"0.345,0.216,0.267"	"0.409,0.393,0.379"	-0.118
95	obscurus1800645	chrChromosome18	+	13471241	13471339	13472173	13472257	13470325	13470420	13473046	13473129	95	"179,123,108"	"269,233,207"	"143,164,98"	"158,280,168"	247	233	0.246134171	0.530698214	"0.386,0.332,0.33"	"0.461,0.356,0.355"	-0.041
96	obscurus1800616	chrChromosome18	-	12799098	12799205	12799931	12799987	12798507	12798685	12802419	12802459	96	"34,40,18"	"206,118,126"	"38,28,18"	"240,205,152"	205	256	0.069450722	0.272400125	"0.171,0.297,0.151"	"0.165,0.146,0.129"	0.06
97	obscurus1800539	chrChromosome18	-	11424426	11424513	11434415	11434624	11421779	11421893	11436042	11436147	97	"17,1,10"	"10,3,4"	"8,18,5"	"4,6,12"	298	236	0.915442441	1	"0.574,0.209,0.664"	"0.613,0.704,0.248"	-0.039
98	obscurus1800535	chrChromosome18	+	11366728	11366796	11367264	11367436	11366321	11366449	11369788	11369918	98	"1,2,3"	"12,19,10"	"5,6,3"	"21,31,7"	217	298	0.188419686	0.448802539	"0.103,0.126,0.292"	"0.246,0.21,0.37"	-0.102
99	obscurus1800493	chrChromosome18	+	10510839	10510892	10513387	10513540	10510548	10510687	10514477	10514606	99	"649,67,326"	"1,399,346,907"	"749,546,902"	"153,713,732,185"	202	298	0.091963465	0.312835033	"0.406,0.222,0.347"	"0.418,0.37,0.378"	-0.064
100	obscurus1800493	chrChromosome18	+	10513387	10513540	10514477	10514606	10510839	10510892	10514782	10514866	100	"1,562,432,781"	"1,036,786,746"	"200,315,962,470"	"131,811,711,863"	298	278	0.053516686	0.239688632	"0.584,0.339,0.494"	"0.586,0.56,0.553"	-0.094
101	obscurus1800366	chrChromosome18	-	8753087	8753184	8753780	8753829	8751049	8751151	8754023	8754082	101	"93,75,56"	"207,112,71"	"71,64,44"	"180,173,130"	198	246	0.004159873	0.062668223	"0.358,0.454,0.495"	"0.329,0.315,0.296"	0.122
102	obscurus1800336	chrChromosome18	+	8444909	8445143	8446173	8447034	8444306	8444657	8447234	8447326	102	"14,0,10"	"22,17,19"	"2,11,16"	"7,13,13"	298	298	0.097164377	0.320200789	"0.389,0.0,0.345"	"0.222,0.458,0.552"	-0.166
