ID	GeneID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
23	obscurus2100433	chrChromosome21	-	13671653	13671719	13672931	13673009	13659112	13659264	13674807	13674927	23	"25,24,14"	"27,21,17"	"7,36,11"	"23,29,10"	227	215	0.554900718	0.742290771	"0.467,0.52,0.438"	"0.224,0.54,0.51"	0.05
24	obscurus2100316	chrChromosome21	+	12297580	12297719	12300071	12300112	12297441	12297501	12300220	12300293	24	"117,208,97"	"19,52,28"	"101,56,45"	"35,14,19"	288	190	0.100031954	0.219926712	"0.802,0.725,0.696"	"0.656,0.725,0.61"	0.077
25	obscurus2100144	chrChromosome21	-	7108852	7108965	7109073	7109175	7106093	7106208	7110100	7110227	25	"238,720,722,842"	"277,026,223,861"	"299,751,443,157"	"251,245,743,249"	251	262	0.000158033	0.001048518	"0.474,0.452,0.434"	"0.555,0.54,0.504"	-0.08
26	obscurus2100077	chrChromosome21	+	5187227	5187293	5202217	5202369	5186838	5186916	5203953	5204038	26	"6,13,3"	"26,35,17"	"11,23,8"	"21,33,18"	215	298	0.021877297	0.065201674	"0.242,0.34,0.197"	"0.421,0.491,0.381"	-0.171
27	obscurus2100027	chrChromosome21	+	1998413	1998526	1999261	1999320	1993445	1993574	2000088	2000166	27	"48,61,46"	"11,11,6"	"34,84,37"	"6,35,30"	262	208	0.011238886	0.037695388	"0.776,0.815,0.859"	"0.818,0.656,0.495"	0.16
28	obscurus2100021	chrChromosome21	+	1684568	1684772	1725341	1725455	1587445	1587601	1740919	1741025	28	"12,15,15"	"15,18,11"	"0,8,5"	"12,10,4"	298	263	0.134474116	0.271608159	"0.414,0.424,0.546"	"0.0,0.414,0.525"	0.148
29	obscurus2100013	chrChromosome21	-	1147937	1147999	1149472	1149573	1147330	1147398	1149649	1149744	29	"1,4,1"	"4,2,0"	"13,10,4"	"5,4,0"	250	211	0.412336184	0.607930026	"0.174,0.628,1.0"	"0.687,0.678,1.0"	-0.188
30	obscurus2000959	chrChromosome20	+	27103466	27103650	27108060	27108160	27095316	27095326	27114658	27114779	30	"16,3,10"	"5,7,7"	"17,12,17"	"2,9,3"	298	249	0.098398649	0.217899658	"0.728,0.264,0.544"	"0.877,0.527,0.826"	-0.231
31	obscurus2000958	chrChromosome20	+	27090732	27090781	27091411	27091468	27090137	27090355	27093677	27093866	31	"0,4,1"	"0,10,6"	"0,0,0"	"2,6,3"	198	206	1	1	"NA,0.294,0.148"	"0.0,0.0,0.0"	0.221
32	obscurus2000958	chrChromosome20	+	27090880	27091018	27091411	27091468	27090732	27090781	27093677	27093866	32	"0,0,1"	"0,5,4"	"0,1,4"	"2,6,3"	287	206	1	1	"NA,0.0,0.152"	"0.0,0.107,0.489"	-0.123
33	obscurus2000952	chrChromosome20	+	26978147	26978230	26978720	26978946	26977326	26977347	26979793	26979867	33	"2,2,1"	"416,650,619"	"2,4,4"	"291,338,304"	232	298	0.716990506	0.870494846	"0.006,0.004,0.002"	"0.009,0.015,0.017"	-0.01
34	obscurus2000952	chrChromosome20	+	26978720	26978946	26979793	26979867	26978147	26978230	26980583	26980656	34	"341,499,522"	"220,294,315"	"300,291,279"	"164,211,146"	298	223	0.81777309	0.946515705	"0.537,0.559,0.554"	"0.578,0.508,0.588"	-0.008
35	obscurus2000927	chrChromosome20	+	26401254	26401328	26401737	26401819	26401085	26401176	26402304	26402401	35	"17,15,7"	"18,19,32"	"54,58,16"	"40,51,19"	223	231	0.039482798	0.105478755	"0.495,0.45,0.185"	"0.583,0.541,0.466"	-0.153
36	obscurus2000889	chrChromosome20	+	24907806	24907945	24910585	24910719	24906801	24907149	24915083	24915267	36	"653,642,621"	"391,457,410"	"166,194,76"	"140,165,67"	288	283	0.021863289	0.065201674	"0.621,0.58,0.598"	"0.538,0.536,0.527"	0.066
37	obscurus2000844	chrChromosome20	+	23574765	23574814	23597330	23597411	23495810	23495880	23606070	23606137	37	"19,20,32"	"40,71,57"	"30,26,42"	"65,35,97"	198	230	0.433767646	0.62182194	"0.356,0.247,0.395"	"0.349,0.463,0.335"	-0.05
38	obscurus2000836	chrChromosome20	+	23065169	23065187	23066395	23066876	23064754	23064814	23067454	23067774	38	"2,0,0"	"190,161,186"	"0,0,0"	"140,122,66"	167	298	1	1	"0.018,0.0,0.0"	"0.0,0.0,0.0"	0.006
39	obscurus2000797	chrChromosome20	-	22380914	22381001	22381080	22381151	22379703	22379870	22381226	22381339	39	"71,37,69"	"105,67,120"	"17,54,44"	"25,63,83"	220	236	0.572597286	0.761529531	"0.42,0.372,0.382"	"0.422,0.479,0.363"	-0.03
40	obscurus2000481	chrChromosome20	-	15439984	15440072	15440402	15440504	15439671	15439891	15441224	15441242	40	"60,81,98"	"511,527,864"	"322,210,978"	"10,578,082,841"	251	237	9.99E-16	4.17E-14	"0.1,0.127,0.097"	"0.223,0.197,0.245"	-0.114
41	obscurus0000054	chrContig1	+	3200049	3200189	3202416	3202605	3199877	3199972	3202693	3202769	41	"37,69,82"	"31,61,96"	"70,37,41"	"62,70,62"	289	298	0.154646445	0.300465291	"0.552,0.538,0.468"	"0.538,0.353,0.405"	0.087
42	obscurus2000188	chrChromosome20	-	10382098	10382227	10391513	10391747	10373578	10373804	10409478	10409635	42	"50,22,24"	"90,57,52"	"50,23,25"	"64,40,36"	298	278	0.059849269	0.146280527	"0.341,0.265,0.301"	"0.422,0.349,0.393"	-0.086
43	obscurus2000126	chrChromosome20	-	6633180	6633293	6634465	6634611	6633035	6633069	6636296	6636427	43	"7,1,2"	"1,7,2"	"6,9,1"	"18,16,6"	295	262	0.260822392	0.439003257	"0.861,0.113,0.47"	"0.228,0.333,0.129"	0.251
44	obscurus2100556	chrChromosome21	-	15069710	15069886	15070735	15070888	15069432	15069568	15071115	15071288	44	"13,14,15"	"63,151,123"	"10,8,13"	"68,113,65"	298	298	0.932933485	1	"0.171,0.085,0.109"	"0.128,0.066,0.167"	0.001
45	obscurus2000094	chrChromosome20	-	4293153	4293203	4299746	4299821	4287012	4287142	4302018	4302164	45	"0,0,3"	"0,2,4"	"1,3,1"	"1,6,0"	224	199	1	1	"NA,0.0,0.4"	"0.47,0.308,1.0"	-0.393
46	obscurus1900861	chrChromosome19	-	25092376	25092508	25095385	25095459	25090820	25090905	25102556	25102599	46	"16,11,6"	"24,31,26"	"14,10,14"	"18,31,42"	223	281	0.838015656	0.962670485	"0.457,0.309,0.225"	"0.495,0.289,0.296"	-0.03
47	obscurus1900686	chrChromosome19	+	16267149	16267197	16271433	16271546	16266495	16266532	16271860	16271989	47	"20,16,53"	"42,31,64"	"96,36,71"	"94,46,155"	197	262	0.604282612	0.788829148	"0.388,0.407,0.524"	"0.576,0.51,0.379"	-0.049
48	obscurus1900600	chrChromosome19	-	14202616	14202754	14203425	14203500	14201753	14201839	14205399	14205466	48	"33,19,10"	"70,58,20"	"13,21,39"	"14,12,59"	224	287	0.005203026	0.02074342	"0.377,0.296,0.39"	"0.543,0.692,0.459"	-0.21
49	obscurus1900859	chrChromosome19	-	24959206	24959480	24959818	24959932	24956951	24957481	24961782	24961935	49	"5,6,5"	"11,10,26"	"5,13,17"	"3,17,23"	263	298	0.033814038	0.092485419	"0.34,0.405,0.179"	"0.654,0.464,0.456"	-0.217
50	obscurus1900479	chrChromosome19	-	11851383	11851496	11851685	11851731	11851109	11851283	11851829	11852012	50	"52,45,84"	"114,133,209"	"38,77,33"	"79,114,40"	195	262	0.009053199	0.031999577	"0.38,0.313,0.351"	"0.393,0.476,0.526"	-0.117
51	obscurus1900409	chrChromosome19	-	10409458	10409525	10409806	10409859	10409219	10409359	10410030	10410102	51	"0,1,2"	"24,33,35"	"0,0,0"	"40,64,30"	202	216	0.430916709	0.620709178	"0.0,0.031,0.058"	"0.0,0.0,0.0"	0.03
52	obscurus1900243	chrChromosome19	-	6667310	6667644	6669177	6669343	6667113	6667232	6669589	6669904	52	"299,532,923,901"	"279,439,154,333"	"521,374,792,720"	"501,781,513,354"	298	298	0.867109911	0.983795072	"0.517,0.457,0.474"	"0.51,0.479,0.448"	0.004
53	obscurus1900127	chrChromosome19	+	3603407	3603517	3604617	3604673	3602584	3602647	3604751	3604864	53	"22,18,21"	"0,2,5"	"20,26,25"	"8,13,8"	259	205	0.001249005	0.006171161	"1.0,0.877,0.769"	"0.664,0.613,0.712"	0.219
54	obscurus1900602	chrChromosome19	+	14263976	14264045	14265886	14266015	14257546	14257629	14266194	14266293	54	"3,1,5"	"30,54,39"	"21,29,21"	"75,193,117"	218	278	0.001532364	0.007334597	"0.113,0.023,0.141"	"0.263,0.161,0.186"	-0.111
55	obscurus1900061	chrChromosome19	+	1775723	1775795	1776729	1776873	1775376	1775451	1778141	1778206	55	"340,361,341"	"124,911,497,218,703"	"349,665,114,295"	"100,641,581,311,069"	221	293	0	0	"0.035,0.031,0.024"	"0.315,0.353,0.34"	-0.306
56	obscurus1900061	chrChromosome19	+	1776729	1776873	1778141	1778206	1775723	1775795	1780530	1780681	56	"131,661,609,620,204"	"538,671,078,581"	"117,711,978,310,746"	"373,853,923,861"	293	214	0.000270794	0.001659064	"0.641,0.623,0.632"	"0.697,0.728,0.67"	-0.066
57	obscurus1900041	chrChromosome19	+	1223102	1223192	1223762	1223847	1222811	1222829	1224270	1224329	57	"0,0,2"	"526,547,656"	"6,0,4"	"369,341,333"	239	234	1	1	"0.0,0.0,0.003"	"0.016,0.0,0.012"	-0.008
58	obscurus1801057	chrChromosome18	-	25908393	25908500	25908573	25908745	25908051	25908190	25909162	25909165	58	"250,025,332,984"	"381,636,614,616"	"330,345,962,929"	"336,751,602,940"	298	256	1.63E-05	0.000142956	"0.36,0.373,0.357"	"0.457,0.433,0.461"	-0.087
59	obscurus1801041	chrChromosome18	-	25557301	25557423	25557737	25557819	25557194	25557222	25558288	25558408	59	"17,17,13"	"12,16,9"	"9,33,36"	"23,52,56"	231	271	0.005361811	0.021057709	"0.624,0.555,0.629"	"0.315,0.427,0.43"	0.212
60	obscurus1801009	chrChromosome18	-	24438867	24438923	24439556	24439609	24438695	24438775	24439696	24439748	60	"5,7,10"	"29,28,27"	"37,45,26"	"43,59,59"	202	205	0.000935916	0.004805066	"0.149,0.202,0.273"	"0.466,0.436,0.309"	-0.196
61	obscurus1800969	chrChromosome18	-	23241922	23242063	23243411	23243468	23237610	23237867	23248910	23249008	61	"3,4,0"	"8,1,4"	"0,0,0"	"0,0,3"	206	290	1	1	"0.346,0.849,0.0"	"NA,NA,0.0"	0.398
62	obscurus1800961	chrChromosome18	+	22398835	22399039	22420377	22420509	22388486	22388540	22420577	22420712	62	"31,20,29"	"0,0,1"	"17,36,12"	"5,0,0"	298	281	0.142908979	0.283285802	"1.0,1.0,0.965"	"0.762,1.0,1.0"	0.068
63	obscurus1800961	chrChromosome18	+	22420377	22420509	22420577	22420712	22398835	22399039	22421907	22422121	63	"41,24,38"	"8,5,5"	"26,15,9"	"12,14,14"	281	284	3.12E-05	0.000255694	"0.838,0.829,0.885"	"0.687,0.52,0.394"	0.317
64	obscurus1800874	chrChromosome18	-	19934060	19934673	19936546	19936675	19932255	19932439	19940829	19940902	64	"11,20,17"	"20,15,16"	"13,11,6"	"35,14,8"	278	298	0.140170169	0.28003562	"0.371,0.588,0.532"	"0.285,0.457,0.446"	0.101
65	obscurus1800825	chrChromosome18	-	19075883	19075916	19076346	19076521	19075268	19075410	19077072	19077133	65	"85,72,118"	"1,0,3"	"80,76,104"	"3,5,2"	298	182	0.029980406	0.084078935	"0.981,1.0,0.96"	"0.942,0.903,0.969"	0.042
66	obscurus2000638	chrChromosome20	+	19141482	19141593	19142278	19142464	19141155	19141237	19142836	19143044	66	"27,14,8"	"37,22,22"	"24,48,16"	"24,44,14"	260	298	0.026220882	0.0757767	"0.455,0.422,0.294"	"0.534,0.556,0.567"	-0.162
67	obscurus1800718	chrChromosome18	-	15703048	15703108	15703252	15703372	15702798	15702837	15704104	15704180	67	"34,70,50"	"23,36,17"	"30,106,74"	"11,25,21"	269	209	0.015826417	0.04976891	"0.535,0.602,0.696"	"0.679,0.767,0.732"	-0.115
68	obscurus1800684	chrChromosome18	-	14228656	14228805	14234293	14234453	14224982	14225156	14236401	14236617	68	"45,12,35"	"62,27,34"	"95,67,81"	"64,77,115"	298	298	0.281069837	0.460433477	"0.421,0.308,0.507"	"0.597,0.465,0.413"	-0.08
69	obscurus1800684	chrChromosome18	-	14234293	14234453	14236401	14236617	14228656	14228805	14237896	14238091	69	"34,16,19"	"41,12,20"	"42,64,63"	"48,70,79"	298	298	0.627246641	0.803960478	"0.453,0.571,0.487"	"0.467,0.478,0.444"	0.041
70	obscurus1800659	chrChromosome18	-	13951569	13951647	13951951	13952055	13951304	13951382	13954993	13955036	70	"2,3,4"	"7,4,5"	"1,30,17"	"4,14,12"	253	227	0.144676194	0.28592994	"0.204,0.402,0.418"	"0.183,0.658,0.56"	-0.126
71	obscurus1800649	chrChromosome18	+	13504289	13504370	13504627	13504772	13503956	13503983	13504845	13504987	71	"1,8,13"	"11,9,11"	"0,27,1"	"37,37,17"	230	294	0.039927596	0.105744844	"0.104,0.532,0.602"	"0.0,0.483,0.07"	0.228
72	obscurus1800645	chrChromosome18	+	13471241	13471339	13471956	13472090	13470325	13470420	13472173	13472257	72	"144,164,98"	"238,290,184"	"10,4,12"	"81,68,138"	247	283	0	0	"0.409,0.393,0.379"	"0.124,0.063,0.091"	0.301
73	obscurus1800535	chrChromosome18	+	11366728	11366796	11367264	11367436	11366321	11366449	11369788	11369918	73	"5,6,3"	"21,31,7"	"9,8,3"	"22,39,16"	217	298	0.783914166	0.918899386	"0.246,0.21,0.37"	"0.36,0.22,0.205"	0.014
74	obscurus1800493	chrChromosome18	+	10510839	10510892	10513387	10513540	10510548	10510687	10514477	10514606	74	"749,546,902"	"153,713,732,185"	"466,386,289"	"10,971,081,707"	202	298	0.35397385	0.539472584	"0.418,0.37,0.378"	"0.385,0.345,0.376"	0.02
75	obscurus1800493	chrChromosome18	+	10513387	10513540	10514477	10514606	10510839	10510892	10514782	10514866	75	"200,315,962,470"	"131,811,711,863"	"17,911,791,890"	"760,829,488"	298	278	3.26E-06	3.41E-05	"0.586,0.56,0.553"	"0.687,0.668,0.63"	-0.095
76	obscurus1800461	chrChromosome18	+	10165469	10165597	10165956	10166097	10165175	10165377	10166175	10166319	76	"59,79,38"	"61,90,36"	"102,128,173"	"149,218,306"	277	290	0.002514526	0.011056695	"0.503,0.479,0.525"	"0.417,0.381,0.372"	0.112
77	obscurus1800461	chrChromosome18	+	10165956	10166097	10166175	10166319	10165469	10165597	10166648	10166751	77	"73,101,54"	"74,117,21"	"172,127,228"	"151,189,257"	290	293	0.188426224	0.3463274	"0.499,0.466,0.722"	"0.535,0.404,0.473"	0.092
78	obscurus1800366	chrChromosome18	-	8753087	8753184	8753780	8753829	8751049	8751151	8754023	8754082	78	"71,64,44"	"180,173,130"	"31,32,37"	"83,96,137"	198	246	0.344172321	0.52892034	"0.329,0.315,0.296"	"0.317,0.293,0.251"	0.026
79	obscurus1800336	chrChromosome18	+	8444909	8445143	8446173	8447034	8444306	8444657	8447234	8447326	79	"2,11,16"	"7,13,13"	"10,8,2"	"5,13,7"	298	298	0.922866822	1	"0.222,0.458,0.552"	"0.667,0.381,0.222"	-0.013
80	obscurus1800150	chrChromosome18	-	3709811	3709883	3710446	3710545	3709610	3709670	3711921	3712025	80	"800,861,731"	"586,573,466"	"90,98,141"	"79,62,151"	248	221	0.102390334	0.222594093	"0.549,0.572,0.583"	"0.504,0.585,0.454"	0.054
81	obscurus1800146	chrChromosome18	+	3643219	3643325	3645162	3645228	3642346	3642498	3646594	3646672	81	"368,352,006,025"	"419,471,541"	"679,693,206,419"	"544,922,666"	255	215	0.706653332	0.865885883	"0.881,0.903,0.904"	"0.913,0.895,0.89"	-0.003
82	obscurus1800070	chrChromosome18	+	1802656	1802856	1803087	1803172	1801402	1801493	1803743	1803931	82	"231,144,958,013,578"	"12,352,272,937,632"	"209,832,040,020,137"	"647,765,378,457"	298	234	2.31E-08	3.66E-07	"0.595,0.588,0.583"	"0.718,0.71,0.652"	-0.105
83	obscurus1800066	chrChromosome18	-	1628388	1628570	1630121	1630202	1627481	1627591	1632320	1632569	83	"117,106,154"	"128,139,154"	"71,34,42"	"54,51,51"	230	298	0.87961441	0.993078185	"0.542,0.497,0.564"	"0.63,0.463,0.516"	-0.002
84	obscurus1800058	chrChromosome18	-	1412136	1412315	1413023	1413141	1411337	1411419	1415383	1415536	84	"6,631,932,580"	"7,652,037,730"	"195,518,681,170"	"193,017,461,255"	267	298	0.110804473	0.233553465	"0.492,0.514,0.47"	"0.531,0.544,0.51"	-0.036
85	obscurus1800008	chrChromosome18	-	281180	281348	281703	281879	280809	280993	282903	283113	85	"46,36,66"	"150,49,139"	"63,56,135"	"78,117,167"	298	298	0.066908053	0.160544389	"0.235,0.424,0.322"	"0.447,0.324,0.447"	-0.079
86	obscurus1800003	chrChromosome18	-	100336	100454	100862	100931	100088	100220	102830	102899	86	"27,22,17"	"36,7,24"	"83,63,61"	"36,43,41"	218	267	0.226320314	0.396924367	"0.479,0.794,0.465"	"0.738,0.642,0.646"	-0.096
87	obscurus1700923	chrChromosome17	-	27472966	27473128	27474218	27474392	27472173	27472324	27484700	27484868	87	"18,31,22"	"13,27,10"	"78,149,109"	"41,66,78"	298	298	0.414106851	0.607930026	"0.581,0.534,0.688"	"0.655,0.693,0.583"	-0.043
88	obscurus1700920	chrChromosome17	-	27389302	27389412	27405050	27405218	27382029	27382080	27424677	27424813	88	"46,67,77"	"22,46,33"	"124,175,71"	"119,159,74"	298	259	0.000728679	0.003986046	"0.645,0.559,0.67"	"0.475,0.489,0.455"	0.152
89	obscurus1700920	chrChromosome17	-	27405050	27405218	27424677	27424813	27389302	27389412	27432691	27432915	89	"26,55,40"	"41,74,61"	"90,156,42"	"139,157,72"	285	298	0.632940812	0.807878619	"0.399,0.437,0.407"	"0.404,0.51,0.379"	-0.017
90	obscurus1700910	chrChromosome17	+	27019754	27019820	27019911	27020028	27018346	27018449	27021620	27021699	90	"51,92,72"	"160,140,211"	"107,72,57"	"191,173,118"	215	266	0.413846131	0.607930026	"0.283,0.448,0.297"	"0.409,0.34,0.374"	-0.032
91	obscurus1700691	chrChromosome17	+	16666499	16666559	16667671	16667863	16665067	16665264	16669793	16669940	91	"4,6,2"	"9,8,4"	"50,36,43"	"118,105,139"	209	298	0.334807604	0.517993582	"0.388,0.517,0.416"	"0.377,0.328,0.306"	0.103
92	obscurus1700678	chrChromosome17	-	16141061	16141142	16146649	16146848	16137183	16137323	16148637	16148756	92	"17,38,14"	"14,33,9"	"13,17,1"	"8,14,0"	298	230	0.594188513	0.778971817	"0.484,0.471,0.546"	"0.556,0.484,1.0"	-0.18
93	obscurus1700621	chrChromosome17	-	14970250	14970356	14970559	14970625	14969501	14969620	14970743	14970911	93	"2,323,711,829"	"2,433,901,671"	"123,319,901,247"	"128,919,641,729"	215	255	0.190419416	0.347903466	"0.531,0.53,0.565"	"0.532,0.546,0.461"	0.029
94	obscurus1700388	chrChromosome17	-	9817637	9817688	9818552	9818621	9816755	9817176	9819378	9819571	94	"28,24,21"	"13,15,4"	"66,39,28"	"14,16,10"	218	200	0.367610404	0.553826166	"0.664,0.595,0.828"	"0.812,0.691,0.72"	-0.045
95	obscurus1700388	chrChromosome17	-	9823124	9823306	9823981	9824038	9819764	9819894	9824571	9824788	95	"21,17,12"	"60,48,41"	"42,47,18"	"84,125,45"	206	298	0.252997306	0.431362753	"0.336,0.339,0.297"	"0.42,0.352,0.367"	-0.056
96	obscurus0000372	chrContig48	+	95666	95840	113010	113181	91056	92800	124450	124624	96	"0,0,1"	"4,2,4"	"1,1,4"	"3,4,4"	298	298	0.000556503	0.003099556	"0.0,0.0,0.2"	"0.25,0.2,0.5"	-0.25
97	obscurus0000372	chrContig48	+	113010	113181	124450	124624	95666	95840	161798	161972	97	"6,2,2"	"0,0,0"	"0,4,7"	"0,2,3"	298	298	1	1	"1.0,1.0,1.0"	"NA,0.667,0.7"	0.317
98	obscurus1700335	chrChromosome17	+	9174944	9175063	9175141	9175249	9174703	9174860	9175362	9175476	98	"26,13,29"	"7,27,23"	"42,68,47"	"25,65,45"	268	257	0.863064593	0.983795072	"0.781,0.316,0.547"	"0.617,0.501,0.5"	0.009
99	obscurus1700264	chrChromosome17	-	7900909	7901020	7901858	7901969	7900186	7900334	7902700	7902809	99	"193,255,191"	"185,220,220"	"71,144,95"	"182,253,218"	260	260	2.38E-10	5.34E-09	"0.511,0.537,0.465"	"0.281,0.363,0.304"	0.188
100	obscurus1700264	chrChromosome17	-	7901858	7901969	7902700	7902809	7900909	7901020	7903361	7903555	100	"206,224,230"	"175,274,202"	"159,216,185"	"137,219,207"	258	260	0.847483669	0.971512485	"0.543,0.452,0.534"	"0.539,0.498,0.474"	0.006
101	obscurus1700216	chrChromosome17	+	6729909	6730024	6733268	6733398	6692417	6692477	6734800	6734806	101	"806,690,599"	"970,735,680"	"570,341,263"	"631,442,280"	264	279	0.863912252	0.983795072	"0.468,0.498,0.482"	"0.488,0.449,0.498"	0.004
