ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0010975,regulation of neuron projection development,34/1661,176/21022,0.193181818,2.444953752,5.638278503,9.26E-07,0.000455436,0.000413796,hecw2a/camk2g1/rtn4ip1/dbn1/cdkl5/ulk1b/arhgap44a/tiam1a/robo2/nedd4a/si:dkey-40c11.2/dpysl2b/spast/plxna2/pacsin1a/tenm4/tenm3/tncb/hecw1b/plxna3/cntn2/chodl/ddr1/pard3ab/dscama/camk2g2/ddr2b/ndel1b/casp9/dbnlb/rbpms2b/ulk2/tanc2a/col15a1b,34
CC,GO:0032279,asymmetric synapse,32/1691,164/21740,0.195121951,2.508545961,5.631709321,1.09E-06,0.000129736,0.000110401,kalrnb/camk2g1/shank2b/ppp1r9a/dbn1/gria4b/ctnnd2a/scrib/arhgap44a/gria1a/camk2b1/usp8/si:dkey-40c11.2/camk2d2/grik1a/grin2aa/dtnbp1a/ctnnd2b/add3a/dlg1b/grin3ba/gria1b/gria3b/shank3b/grin2da/adgrb1a/grin2bb/camk2g2/gria2b/dlg3/dbnlb/grid2,32
CC,GO:0098984,neuron to neuron synapse,32/1691,164/21740,0.195121951,2.508545961,5.631709321,1.09E-06,0.000129736,0.000110401,kalrnb/camk2g1/shank2b/ppp1r9a/dbn1/gria4b/ctnnd2a/scrib/arhgap44a/gria1a/camk2b1/usp8/si:dkey-40c11.2/camk2d2/grik1a/grin2aa/dtnbp1a/ctnnd2b/add3a/dlg1b/grin3ba/gria1b/gria3b/shank3b/grin2da/adgrb1a/grin2bb/camk2g2/gria2b/dlg3/dbnlb/grid2,32
BP,GO:0016358,dendrite development,19/1661,70/21022,0.271428571,3.43526275,5.977639404,1.31E-06,0.000551245,0.000500846,hecw2a/rtn4ip1/dbn1/cdkl5/ctnnd2a/arhgap44a/nedd4a/si:dkey-40c11.2/dock10/ctnnd2b/pacsin1a/tenm3/hecw1b/mcf2a/nbeaa/dbnlb/rbpms2b/ulk2/tanc2a,19
BP,GO:0048813,dendrite morphogenesis,14/1661,41/21022,0.341463415,4.321639917,6.235610752,1.61E-06,0.000592708,0.000538518,hecw2a/dbn1/ctnnd2a/arhgap44a/nedd4a/si:dkey-40c11.2/dock10/ctnnd2b/tenm3/hecw1b/dbnlb/rbpms2b/ulk2/tanc2a,14
CC,GO:0098794,postsynapse,57/1691,384/21740,0.1484375,1.908356742,5.215636633,1.77E-06,0.0001684,0.000143304,dmd/kalrnb/camk2g1/shank2b/grid2ipb/gphna/gabrg1/ptk2bb/gphnb/ppp1r9a/chrna11/dbn1/gabrg2/gria4b/ctnnd2a/scrib/arhgap44a/chrnb3a/dlgap4b/gria1a/kcnma1a/camk2b1/usp8/si:dkey-40c11.2/camk2d2/grik1a/nlgn2a/apba2b/kcnc4/grin2aa/dtnbp1a/ctnnd2b/si:dkey-33c9.6/add3a/dlg1b/grin3ba/gria1b/gria3b/clta/shank3b/clcn2b/grin2da/grk3/adgrb1a/grik3/grin2bb/stx3b/camk2g2/gria2b/rgs7bpa/nlgn3a/rph3ab/dlg3/dbnlb/clcn2a/grid2/tanc2a,57
BP,GO:0048675,axon extension,23/1661,101/21022,0.227722772,2.882112052,5.553445993,2.98E-06,0.000977878,0.000888473,dbn1/robo3/sema5ba/cdkl5/ulk1b/robo2/si:dkey-40c11.2/myo10l1/mapk8ip3/myo9aa/spast/tncb/nrxn2a/plxna3/cntn2/dscama/kif1b/fus/isl1a/ext2/dbnlb/ulk2/sema5a,23
MF,GO:0015631,tubulin binding,46/1639,288/20660,0.159722222,2.013338079,5.083481234,3.98E-06,0.000851015,0.00075662,cenpe/clasp1a/maptb/spire2/kif23/clip2/ttll7/spag6/camsap1b/kif2c/si:dkey-32e23.4/dnm1b/ccdc88aa/eml5/macf1a/kif21a/apc/mid2/kif1aa/ttll11/spast/kifc3/camsap2a/ttll5/cetn3/kif2a/ttll1/abraxas1/clip1a/kif5c/dnm3a/ccdc88c/si:dkeyp-115e12.6/camsap3/tbcd/kif1b/agtpbp1/nisch/ndel1b/clasp2/hook1/map4l/mapre2/ttll4/trappc14/maco1a,46
BP,GO:0099003,vesicle-mediated transport in synapse,28/1661,145/21022,0.193103448,2.443961884,5.110381177,8.27E-06,0.002220167,0.002017182,sncb/napab/dnm1b/doc2g/syt7a/cadpsb/nlgn2a/unc13a/sh3gl3a/picalma/slc17a6b/rims1a/dtnbp1a/slc17a6a/sh3gl2a/cadpsa/snap91a/stx3b/dnm3a/slc18a2/dmxl2/itsn1/snapin/nlgn3a/rph3ab/snap91b/rap1ab/doc2a,28
BP,GO:0099504,synaptic vesicle cycle,28/1661,145/21022,0.193103448,2.443961884,5.110381177,8.27E-06,0.002220167,0.002017182,sncb/napab/dnm1b/doc2g/syt7a/cadpsb/nlgn2a/unc13a/sh3gl3a/picalma/slc17a6b/rims1a/dtnbp1a/slc17a6a/sh3gl2a/cadpsa/snap91a/stx3b/dnm3a/slc18a2/dmxl2/itsn1/snapin/nlgn3a/rph3ab/snap91b/rap1ab/doc2a,28
BP,GO:1990138,neuron projection extension,24/1661,115/21022,0.208695652,2.641300421,5.16938349,9.16E-06,0.002254442,0.002048323,dbn1/robo3/sema5ba/cdkl5/spag6/ulk1b/robo2/si:dkey-40c11.2/myo10l1/mapk8ip3/myo9aa/spast/tncb/nrxn2a/plxna3/cntn2/dscama/kif1b/fus/isl1a/ext2/dbnlb/ulk2/sema5a,24
MF,GO:0005543,phospholipid binding,54/1639,371/20660,0.145552561,1.834725993,4.762423616,1.03E-05,0.001765024,0.001569247,exoc7/zgc:92360/syt14a/snx14/dapp1/cpne4b/arhgap32b/bbs5/rubcn/aida/gga1/veph1/sh3pxd2aa/plekha5/syt7a/washc2c/sgk3/wdr45b/hip1/zfyve28/rasa2/unc13a/zgc:153184/picalma/arhgap21b/pacsin1a/arfip1/epn3a/cpne4a/wdr45/anxa4/pacsin2/ttpal/dennd1a/dennd1c/epn3b/snap91a/arfip2a/epn1a/pard3ab/mppe1/eea1/tecpr1b/wipi1/svila/nisch/cpne1/snx15/cpne2/sgip1b/pik3c2b/snap91b/pcf11/pacsin3,54
BP,GO:0060560,developmental growth involved in morphogenesis,35/1661,204/21022,0.171568627,2.171412213,4.924395652,1.06E-05,0.002398806,0.002179489,ppp1r12a/dbn1/robo3/sema5ba/cdkl5/spag6/ulk1b/ctnnd1/robo2/klhl12/si:dkey-40c11.2/myo10l1/mapk8ip3/myo9aa/ryk/spast/tncb/nrxn2a/plxna3/cntn2/gna13a/pard3ab/dscama/kif1b/stat3/casp9/fus/sec14l8/isl1a/smad2/ext2/dbnlb/ap1g2/ulk2/sema5a,35
BP,GO:0048588,developmental cell growth,26/1661,132/21022,0.196969697,2.492894021,5.039579891,1.19E-05,0.002420231,0.002198955,dbn1/robo3/sema5ba/cdkl5/spag6/ulk1b/robo2/si:dkey-40c11.2/myo10l1/mapk8ip3/myo9aa/spast/tncb/nrxn2a/plxna3/cntn2/pard3ab/dscama/kif1b/casp9/fus/isl1a/ext2/dbnlb/ulk2/sema5a,26
BP,GO:0016049,cell growth,30/1661,164/21022,0.182926829,2.315164241,4.952371258,1.23E-05,0.002420231,0.002198955,dbn1/robo3/sema5ba/sh3bp4a/cdkl5/spag6/ulk1b/osgn1/robo2/si:dkey-40c11.2/myo10l1/mapk8ip3/myo9aa/spast/tncb/nrxn2a/plxna3/cntn2/igfbp7/gna13a/pard3ab/dscama/kif1b/casp9/fus/isl1a/ext2/dbnlb/ulk2/sema5a,30
BP,GO:1902414,protein localization to cell junction,13/1661,43/21022,0.302325581,3.826302452,5.433855452,1.72E-05,0.003169131,0.002879385,tjp1b/scrib/stx1b/arhgap44a/grip2b/grip1/zdhhc7/dlg1b/pard3ab/stx3b/pcloa/dlg3/tjp2b,13
BP,GO:0120035,regulation of plasma membrane bounded cell projection organization,40/1661,253/21022,0.158102767,2.000985168,4.691672833,1.92E-05,0.003342661,0.003037049,hecw2a/camk2g1/rtn4ip1/dbn1/cdkl5/ulk1b/arhgap44a/tiam1a/robo2/nedd4a/usp8/si:dkey-40c11.2/dpysl2b/mcm2/spast/plxna2/pacsin1a/tenm4/tenm3/tncb/hecw1b/plxna3/cntn2/arhgap24/chodl/ddr1/pard3ab/akirin1/dscama/camk2g2/ddr2b/ndel1b/casp9/odf2a/dbnlb/inpp5e/rbpms2b/ulk2/tanc2a/col15a1b,40
MF,GO:0035091,phosphatidylinositol binding,34/1639,201/20660,0.169154229,2.132230853,4.73498126,2.07E-05,0.002954324,0.002626631,exoc7/zgc:92360/snx14/arhgap32b/bbs5/rubcn/aida/gga1/veph1/sh3pxd2aa/plekha5/washc2c/sgk3/wdr45b/hip1/zfyve28/zgc:153184/picalma/wdr45/ttpal/dennd1a/dennd1c/snap91a/pard3ab/mppe1/eea1/tecpr1b/wipi1/svila/nisch/snx15/pik3c2b/snap91b/pcf11,34
CC,GO:0005938,cell cortex,34/1691,205/21740,0.165853659,2.132264067,4.730395408,2.12E-05,0.001677006,0.001427081,clasp1a/exoc7/pxna/exoc5/fermt2/exoc3l1/spire2/dbn1/myo1ca/arhgap32b/clip2/ect2/fnbp1a/exoc6/si:dkey-40c11.2/myo10l1/macf1a/hip1/unc13a/fnbp1b/septin5b/rims1a/llgl2/clta/erc2/clip1a/pard3ab/shroom1/pcloa/clasp2/dbnlb/septin2/phldb2b/lasp1,34
BP,GO:0006897,endocytosis,53/1661,373/21022,0.142091153,1.79833848,4.556586049,2.20E-05,0.003462037,0.003145511,reps1/elmo1/myo1ca/sh3bp4a/rubcn/pikfyve/megf10/sncb/si:dkey-32e23.4/fnbp1a/dnm1b/nedd4a/tyro3/hip1/nlgn2a/sh3gl3a/fnbp1b/picalma/pacsin1a/csnk1g1/sh3gl2a/epn3a/eps15/smap1/vldlr/clta/pacsin2/myo6b/dennd1a/dennd1c/epn3b/lrp5/usp20/adgrb1a/snap91a/usp33/epn1a/dnm3a/dmxl2/eea1/itsn1/ncf2/nlgn3a/zgc:123238/mib2/bmp2k/gak/sgip1b/lrp8/mib1/snap91b/pacsin3/ly75,53
BP,GO:0050773,regulation of dendrite development,10/1661,27/21022,0.37037037,4.687493032,5.615685282,2.23E-05,0.003462037,0.003145511,hecw2a/rtn4ip1/dbn1/cdkl5/nedd4a/si:dkey-40c11.2/pacsin1a/hecw1b/dbnlb/ulk2,10
BP,GO:0050770,regulation of axonogenesis,18/1661,77/21022,0.233766234,2.958599498,5.043109859,2.37E-05,0.003499256,0.003179327,dbn1/cdkl5/ulk1b/tiam1a/robo2/si:dkey-40c11.2/dpysl2b/spast/plxna2/tncb/plxna3/cntn2/chodl/pard3ab/dscama/casp9/dbnlb/ulk2,18
BP,GO:0031344,regulation of cell projection organization,40/1661,256/21022,0.15625,1.977536123,4.60918333,2.54E-05,0.003575262,0.003248384,hecw2a/camk2g1/rtn4ip1/dbn1/cdkl5/ulk1b/arhgap44a/tiam1a/robo2/nedd4a/usp8/si:dkey-40c11.2/dpysl2b/mcm2/spast/plxna2/pacsin1a/tenm4/tenm3/tncb/hecw1b/plxna3/cntn2/arhgap24/chodl/ddr1/pard3ab/akirin1/dscama/camk2g2/ddr2b/ndel1b/casp9/odf2a/dbnlb/inpp5e/rbpms2b/ulk2/tanc2a/col15a1b,40
CC,GO:0097060,synaptic membrane,42/1691,280/21740,0.15,1.928444707,4.541145623,3.03E-05,0.002055533,0.001749196,dmd/shank2b/grid2ipb/gphna/gphnb/chrna11/dbn1/gria4b/scrib/chrnb3a/gria1a/adam23a/kcnma1a/si:dkey-40c11.2/grik1a/nlgn2a/unc13a/kcnc4/picalma/grin2aa/rims1a/dlg1b/grin3ba/gria1b/gria3b/shank3b/clcn2b/grin2da/snap91a/drd2a/grik3/grin2bb/stx3b/itsn1/gria2b/nlgn3a/rph3ab/dlg3/dbnlb/clcn2a/snap91b/grid2,42
BP,GO:0060997,dendritic spine morphogenesis,8/1661,18/21022,0.444444444,5.624991638,5.749681786,3.18E-05,0.004266986,0.003876865,dbn1/ctnnd2a/arhgap44a/si:dkey-40c11.2/dock10/ctnnd2b/dbnlb/tanc2a,8
MF,GO:0042578,phosphoric ester hydrolase activity,64/1639,482/20660,0.132780083,1.673725756,4.39334251,3.24E-05,0.003965894,0.003525998,ptprea/cpped1/adprm/nt5c1aa/pde7a/eya4/tns1a/dusp8a/usb1/plcg2/nt5dc3/ptprz1b/ptprua/inpp4ab/ppm1db/gdpd4b/tns1b/ptprna/cdc14ab/plcb4a/plcxd1/ctdspla/impa1/ctdsp2/acp2/pde4a/nt5c2b/fra10ac1/plcb3/ctdp1/lpin1a/ca16b/ptpmt1/pde11a/ptpdc1a/pfkfb3/alpl/ptpn22/ppap2d/smpd4/zfand1/mppe1/inpp5l/samhd1/dusp7/plch2a/ppp3cca/inpp5e/ppp3ca/ptprsa/ctdsplb/dusp12/pde1cb/ptprt/ptprn2/ptprn2/mtmr14/ptpn18/inpp4b/tab1/cdkn3/ptprub/tns2a/pde1a,64
MF,GO:1901981,phosphatidylinositol phosphate binding,22/1639,109/20660,0.201834862,2.544178314,4.744841071,3.90E-05,0.004175895,0.003712706,exoc7/zgc:92360/snx14/bbs5/rubcn/veph1/plekha5/washc2c/wdr45b/hip1/zfyve28/zgc:153184/picalma/wdr45/ttpal/dennd1a/dennd1c/snap91a/tecpr1b/wipi1/svila/snap91b,22
BP,GO:0050772,positive regulation of axonogenesis,12/1661,40/21022,0.3,3.796869356,5.185926351,3.94E-05,0.005050877,0.004589087,dbn1/cdkl5/tiam1a/robo2/si:dkey-40c11.2/spast/plxna2/plxna3/cntn2/chodl/dscama/dbnlb,12
BP,GO:0006836,neurotransmitter transport,23/1661,118/21022,0.194915254,2.466892519,4.680284022,4.41E-05,0.005423278,0.00492744,caska/slc6a1a/napab/doc2g/syt7a/cadpsb/slc6a1b/unc13a/slc17a6b/rims1a/dtnbp1a/slc17a6a/cadpsa/slc6a6a/trpm7/stx3b/sv2a/slc18a2/baiap3/snapin/rph3ab/rap1ab/doc2a,23
CC,GO:0005874,microtubule,45/1691,313/21740,0.143769968,1.84834956,4.390475418,4.65E-05,0.002760492,0.002349095,cenpe/slain1a/mid1/clasp1a/maptb/kif23/tube1/clip2/camsap1b/kif2c/si:dkey-32e23.4/dnm1b/radil/macf1a/kif21a/cimip2b/apc/mid2/kif1aa/golga2/spast/kifc3/camsap2a/klc3/kif2a/dctn1a/ttll1/clip1a/kif5c/dnm3a/shroom2b/dnai2b/snphb/camsap3/ift70/shroom1/kif1b/ndel1b/nckap5l/clasp2/hook1/map4l/mapre2/fgf13b/zgc:55461,45
BP,GO:0061387,regulation of extent of cell growth,15/1661,60/21022,0.25,3.164057797,4.916722894,4.85E-05,0.005628261,0.005113682,dbn1/cdkl5/ulk1b/robo2/si:dkey-40c11.2/spast/tncb/plxna3/cntn2/pard3ab/dscama/casp9/ext2/dbnlb/ulk2,15
BP,GO:0097061,dendritic spine organization,8/1661,19/21022,0.421052632,5.328939447,5.529237631,5.11E-05,0.005628261,0.005113682,dbn1/ctnnd2a/arhgap44a/si:dkey-40c11.2/dock10/ctnnd2b/dbnlb/tanc2a,8
BP,GO:0106027,neuron projection organization,9/1661,24/21022,0.375,4.746086695,5.37826366,5.15E-05,0.005628261,0.005113682,dbn1/ctnnd2a/arhgap44a/si:dkey-40c11.2/dock10/ctnnd2b/kif1b/dbnlb/tanc2a,9
MF,GO:0008017,microtubule binding,37/1639,237/20660,0.156118143,1.967907775,4.399221557,5.56E-05,0.005290546,0.00470372,cenpe/clasp1a/maptb/spire2/kif23/clip2/spag6/camsap1b/kif2c/si:dkey-32e23.4/dnm1b/ccdc88aa/eml5/macf1a/kif21a/apc/mid2/kif1aa/spast/kifc3/camsap2a/cetn3/kif2a/abraxas1/clip1a/kif5c/dnm3a/ccdc88c/si:dkeyp-115e12.6/camsap3/kif1b/ndel1b/clasp2/hook1/map4l/mapre2/maco1a,37
BP,GO:0008361,regulation of cell size,18/1661,83/21022,0.21686747,2.744724836,4.664827952,6.87E-05,0.007050329,0.006405733,dbn1/cdkl5/slc12a7b/ulk1b/robo2/si:dkey-40c11.2/spast/tncb/plxna3/cntn2/pard3ab/dscama/piezo1/stat3/casp9/ext2/dbnlb/ulk2,18
BP,GO:0045921,positive regulation of exocytosis,7/1661,15/21022,0.466666667,5.90624122,5.567498627,6.93E-05,0.007050329,0.006405733,ptbp1a/doc2g/cadpsb/cadpsa/cacna1ha/rph3ab/doc2a,7
MF,GO:0004169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,6/1639,11/20660,0.545454545,6.875589328,5.721708333,8.05E-05,0.006890193,0.006125934,pomt2/tmtc4/tmtc1/dpm1/pomt1/tmtc2a,6
BP,GO:0051650,establishment of vesicle localization,25/1661,139/21022,0.179856115,2.276300573,4.421926606,8.42E-05,0.008287315,0.007529624,exoc5/kif23/bbs5/ccdc186/dnm1b/sec16b/exoc6/klhl12/cadpsb/kif1aa/unc13a/si:ch211-235m3.5/picalma/dtnbp1a/cadpsa/rab3ip/kif5c/snap91a/dnm3a/baiap3/kif1b/snapin/ndel1b/inpp5e/snap91b,25
BP,GO:0035418,protein localization to synapse,10/1661,31/21022,0.322580645,4.082655221,5.030797615,8.74E-05,0.008324962,0.00756383,tjp1b/scrib/stx1b/arhgap44a/grip2b/grip1/dlg1b/stx3b/pcloa/dlg3,10
BP,GO:0009743,response to carbohydrate,9/1661,26/21022,0.346153846,4.381003103,5.052561065,0.000106424,0.008801536,0.007996831,abcc8/ptprna/hif1ab/vegfaa/ache/khk/slc39a14/ptprn2/ptprn2,9
BP,GO:0009746,response to hexose,9/1661,26/21022,0.346153846,4.381003103,5.052561065,0.000106424,0.008801536,0.007996831,abcc8/ptprna/hif1ab/vegfaa/ache/khk/slc39a14/ptprn2/ptprn2,9
BP,GO:0009749,response to glucose,9/1661,26/21022,0.346153846,4.381003103,5.052561065,0.000106424,0.008801536,0.007996831,abcc8/ptprna/hif1ab/vegfaa/ache/khk/slc39a14/ptprn2/ptprn2,9
BP,GO:0034284,response to monosaccharide,9/1661,26/21022,0.346153846,4.381003103,5.052561065,0.000106424,0.008801536,0.007996831,abcc8/ptprna/hif1ab/vegfaa/ache/khk/slc39a14/ptprn2/ptprn2,9
CC,GO:0099738,cell cortex region,8/1691,21/21740,0.380952381,4.897637352,5.18962994,0.00010681,0.005637203,0.004797088,clasp1a/unc13a/rims1a/clta/erc2/pcloa/clasp2/phldb2b,8
MF,GO:0000030,mannosyltransferase activity,9/1639,26/20660,0.346153846,4.363354766,5.037268398,0.000109772,0.008542295,0.007594785,pomt2/tmtc4/tmtc1/dpy19l1l/dpm1/pigv/pomt1/tmtc2a/gtdc1,9
BP,GO:0007264,small GTPase-mediated signal transduction,49/1661,358/21022,0.136871508,1.732277453,4.093149326,0.000113927,0.008801536,0.007996831,ralba/cyth1a/inf2/dennd4a/rasgrf1/rap1gap2b/arhgap32b/rapgef4a/arhgap12b/stard13b/arhgap44a/tiam1a/usp8/garnl3/dennd4a/rasa2/tsc2/rap1gapa/dock10/dennd4c/gnav1/vav2/ralgapa2/arhgap15/dock7/mmd/gna13a/arhgap24/rapgef1b/madd/iqsec2b/rab33a/chn1/rgl2/ccdc88c/dok2/arhgap27l/rgl3a/rhebl1/diaph2/arhgap27/rhot1b/racgap1/bcar3/ksr2/iqsec1b/dock3/rap1ab/ralgds,49
BP,GO:1904375,regulation of protein localization to cell periphery,7/1661,16/21022,0.4375,5.537101144,5.317584276,0.000114732,0.008801536,0.007996831,camk2g1/camk2b1/cnstb/camk2d2/zdhhc7/camk2g2/efcab7,7
BP,GO:0035268,protein mannosylation,8/1661,21/21022,0.380952381,4.821421404,5.131711131,0.000119262,0.008801536,0.007996831,pomt2/large2/tmtc4/large1/tmtc1/dpm1/pomt1/tmtc2a,8
BP,GO:0035269,protein O-linked mannosylation,8/1661,21/21022,0.380952381,4.821421404,5.131711131,0.000119262,0.008801536,0.007996831,pomt2/large2/tmtc4/large1/tmtc1/dpm1/pomt1/tmtc2a,8
BP,GO:0097502,mannosylation,8/1661,21/21022,0.380952381,4.821421404,5.131711131,0.000119262,0.008801536,0.007996831,pomt2/large2/tmtc4/large1/tmtc1/dpm1/pomt1/tmtc2a,8
MF,GO:0004970,glutamate-gated receptor activity,11/1639,38/20660,0.289473684,3.648887319,4.797526067,0.000122397,0.008730986,0.007762547,gria4b/gria1a/grik1a/grin2aa/grin3ba/gria1b/gria3b/grin2da/grin2bb/gria2b/grid2,11
