ID	GeneID	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	obscurus2200160	chrChromosome22	+	3672904	3672937	3677853	3677919	3671345	3671442	3678874	3679179	10	"5,12,4"	"21,12,11"	"20,7,10"	"7,6,13"	182	215	0.019126821	0.095093801	"0.22,0.542,0.3"	"0.771,0.58,0.476"	-0.255
11	obscurus2200027	chrChromosome22	-	413837	413905	414122	414248	413544	413607	414320	414387	11	"259,217,501,196"	"540,385,294"	"1,636,790,710"	"227,212,174"	275	217	0.512691893	0.769709079	"0.791,0.782,0.762"	"0.85,0.746,0.763"	-0.008
12	obscurus2200001	chrChromosome22	-	24319	24402	26628	26700	23841	23978	26809	26871	12	"9,7,0"	"6,7,0"	"1,0,1"	"1,2,8"	221	232	1	1	"0.612,0.512,NA"	"0.512,0.0,0.116"	0.353
13	obscurus0000034	chrContig1	-	1962174	1962351	1965205	1965373	1958519	1958617	1970282	1970399	13	"138,118,88"	"65,139,57"	"57,38,32"	"42,25,27"	298	298	0.919430597	1	"0.68,0.459,0.607"	"0.576,0.603,0.542"	0.008
14	obscurus2100697	chrChromosome21	+	17429237	17429363	17429461	17429497	17429011	17429074	17429578	17429630	14	"91,130,123"	"32,38,38"	"539,472,533"	"169,127,165"	275	185	0.769642865	0.968935223	"0.657,0.697,0.685"	"0.682,0.714,0.685"	-0.014
15	obscurus2100518	chrChromosome21	-	14743102	14743183	14743693	14743832	14742923	14743009	14744443	14744548	15	"690,695,799,022,059"	"380,783,060,112,415"	"401,313,665,436,920"	"228,701,755,718,356"	288	230	0.449172183	0.721759676	"0.592,0.602,0.587"	"0.584,0.625,0.616"	-0.015
16	obscurus2100518	chrChromosome21	-	14743693	14743832	14744443	14744548	14743102	14743183	14745213	14745296	16	"576,844,284,617,602"	"676,745,636,121,114"	"381,672,283,626,920"	"404,204,104,040,450"	254	288	0.207599126	0.461331392	"0.491,0.463,0.486"	"0.517,0.387,0.43"	0.035
17	obscurus2100518	chrChromosome21	-	14744443	14744548	14745213	14745296	14743693	14743832	14745389	14745407	17	"385,122,877,312,906"	"585,994,750,418,626"	"258,071,568,217,671"	"345,633,061,930,848"	232	254	0.400869685	0.674503485	"0.418,0.399,0.431"	"0.45,0.359,0.385"	0.018
18	obscurus2100518	chrChromosome21	-	14745213	14745296	14745389	14745407	14744443	14744548	14746212	14746330	18	"892,362,852,512"	"312,172,488,110,137"	"642,274,007,835"	"186,091,418,914,210"	167	232	9.81E-08	3.08E-06	"0.284,0.26,0.256"	"0.324,0.42,0.434"	-0.126
19	obscurus2100513	chrChromosome21	+	14712334	14712601	14712941	14713156	14711977	14712083	14713559	14713714	19	"108,96,36"	"95,51,67"	"131,116,159"	"91,57,107"	298	298	0.123128353	0.329340277	"0.532,0.653,0.35"	"0.59,0.671,0.598"	-0.108
20	obscurus2100469	chrChromosome21	-	14236237	14236495	14236693	14236945	14235775	14236027	14237146	14237398	20	"1,0,0"	"0,1,0"	"3,1,0"	"1,0,3"	298	298	1	1	"1.0,0.0,NA"	"0.75,1.0,0.0"	-0.083
21	obscurus2100469	chrChromosome21	-	14236693	14236945	14237146	14237398	14236237	14236495	14237582	14237840	21	"1,9,14"	"0,1,0"	"6,0,5"	"1,0,1"	298	298	1	1	"1.0,0.9,1.0"	"0.857,NA,0.833"	0.122
22	obscurus0000043	chrContig1	+	2429682	2429773	2429855	2430245	2429400	2429546	2430376	2430503	22	"300,703,849,719,400"	"376,965,022,720,119"	"610,133,372,523,106"	"491,243,167,133,331"	240	298	0.241829588	0.503097015	"0.498,0.488,0.545"	"0.607,0.569,0.463"	-0.036
23	obscurus0000043	chrContig1	+	2429855	2430245	2430376	2430503	2429682	2429773	2430582	2430701	23	"467,846,460,430,306"	"442,246,181,428,019"	"841,756,376,360,851"	"771,394,489,942,643"	298	276	0.012458941	0.070281206	"0.495,0.492,0.5"	"0.503,0.568,0.569"	-0.051
24	obscurus2100027	chrChromosome21	+	1999261	1999320	2000088	2000166	1998413	1998526	2000668	2000804	24	"38,21,10"	"44,23,7"	"13,12,14"	"22,18,16"	208	227	0.282242476	0.539942129	"0.485,0.499,0.609"	"0.392,0.421,0.488"	0.097
25	obscurus2100027	chrChromosome21	+	2000088	2000166	2000668	2000804	1999261	1999320	2001050	2001128	25	"46,22,28"	"39,23,13"	"19,13,11"	"19,40,23"	227	285	0.008594792	0.055613357	"0.597,0.546,0.73"	"0.557,0.29,0.375"	0.217
26	obscurus2000958	chrChromosome20	+	27090732	27090781	27091411	27091468	27090137	27090355	27093677	27093866	26	"2,0,5"	"17,26,14"	"2,0,0"	"9,12,9"	198	206	0.023379636	0.108204962	"0.109,0.0,0.271"	"0.188,0.0,0.0"	0.064
27	obscurus2000958	chrChromosome20	+	27090880	27091018	27091411	27091468	27090732	27090781	27093677	27093866	27	"0,4,2"	"14,24,11"	"2,2,0"	"3,12,8"	287	206	0.76841204	0.968771627	"0.0,0.107,0.115"	"0.324,0.107,0.0"	-0.07
28	obscurus2000651	chrChromosome20	-	19526838	19526921	19527098	19527295	19526381	19526445	19527748	19527833	28	"209,251,105"	"137,127,53"	"157,124,108"	"84,44,52"	298	232	0.175993203	0.417450185	"0.543,0.606,0.607"	"0.593,0.687,0.618"	-0.047
29	obscurus2000448	chrChromosome20	+	14812103	14812171	14812284	14812377	14811680	14811793	14812522	14812583	29	"154,144,104"	"121,82,73"	"98,70,73"	"97,62,68"	217	242	0.029833745	0.126829446	"0.587,0.662,0.614"	"0.53,0.557,0.545"	0.077
30	obscurus2000448	chrChromosome20	+	14812103	14812171	14812522	14812583	14811680	14811793	14812661	14812707	30	"147,141,100"	"67,20,31"	"98,70,73"	"36,15,36"	217	210	0.408654333	0.684982502	"0.68,0.872,0.757"	"0.725,0.819,0.662"	0.034
31	obscurus2000448	chrChromosome20	+	14812284	14812377	14812522	14812583	14812103	14812171	14812661	14812707	31	"108,73,68"	"75,23,35"	"89,45,61"	"36,15,34"	242	210	0.502952312	0.766136222	"0.555,0.734,0.628"	"0.682,0.722,0.609"	-0.032
32	obscurus2000444	chrChromosome20	-	14716868	14717012	14726385	14726490	14711619	14711697	14727536	14727693	32	"1,12,5"	"19,20,10"	"3,3,2"	"15,2,0"	254	293	0.197814472	0.4456515	"0.057,0.409,0.366"	"0.187,0.634,1.0"	-0.33
33	obscurus2000204	chrChromosome20	+	10795514	10796300	10804792	10804888	10795275	10795395	10805009	10805036	33	"111,155,56"	"202,196,90"	"122,175,240"	"256,391,569"	298	245	0.002147121	0.020537681	"0.311,0.394,0.338"	"0.282,0.269,0.257"	0.078
34	obscurus2000126	chrChromosome20	-	6633180	6633293	6634465	6634611	6633035	6633069	6636296	6636427	34	"173,203,95"	"114,145,83"	"117,133,81"	"157,136,120"	295	262	7.65E-05	0.001270711	"0.574,0.554,0.504"	"0.398,0.465,0.375"	0.131
35	obscurus2000096	chrChromosome20	+	4546915	4547152	4548034	4548235	4541969	4542068	4548904	4549006	35	"141,69,59"	"65,65,33"	"82,39,56"	"53,35,26"	298	298	0.879862081	1	"0.684,0.515,0.641"	"0.607,0.527,0.683"	0.008
36	obscurus2000024	chrChromosome20	+	1784070	1784314	1789216	1789600	1777712	1777901	1823211	1823318	36	"7,6,9"	"12,17,1"	"11,4,19"	"19,2,3"	298	298	0.418950998	0.693138677	"0.368,0.261,0.9"	"0.367,0.667,0.864"	-0.123
37	obscurus1900888	chrChromosome19	+	25976607	25976712	25977259	25977334	25975299	25975368	25977424	25977571	37	"0,1,3"	"0,2,1"	"0,3,0"	"0,0,0"	254	224	1	1	"NA,0.306,0.726"	"NA,1.0,NA"	-0.484
38	obscurus1900631	chrChromosome19	+	14906617	14906800	14906895	14908338	14904200	14904449	14908583	14908640	38	"17,17,26"	"4,15,8"	"55,57,57"	"15,10,16"	298	298	0.140746587	0.353599508	"0.81,0.531,0.765"	"0.786,0.851,0.781"	-0.104
39	obscurus1900542	chrChromosome19	-	13080941	13081042	13083911	13084026	13080217	13080298	13084753	13084914	39	"268,210,66"	"186,116,71"	"83,49,24"	"91,51,46"	264	250	0.011883879	0.068351724	"0.577,0.632,0.468"	"0.463,0.476,0.331"	0.136
40	obscurus2100749	chrChromosome21	+	18326427	18326481	18326932	18326977	18326275	18326329	18327089	18327143	40	"65,37,104"	"42,15,58"	"46,611,531,568"	"340,711,656"	203	194	0.831001102	0.999017719	"0.597,0.702,0.631"	"0.567,0.608,0.696"	0.02
41	obscurus1900466	chrChromosome19	-	11562631	11562723	11562871	11562904	11561967	11562075	11565340	11565371	41	"1,1,1"	"10,8,6"	"0,0,0"	"11,12,16"	182	241	0.085227953	0.262239856	"0.117,0.142,0.181"	"0.0,0.0,0.0"	0.147
42	obscurus1900301	chrChromosome19	-	8213903	8214006	8214654	8214728	8213305	8213389	8214839	8214875	42	"7,5,3"	"5,14,4"	"4,4,8"	"4,6,7"	223	252	0.505188912	0.766493522	"0.613,0.288,0.459"	"0.531,0.43,0.564"	-0.055
43	obscurus1900147	chrChromosome19	+	4490115	4490190	4490249	4490324	4489208	4489328	4491196	4491289	43	"32,025,341,897"	"636,466,141,783"	"252,815,941,648"	"427,425,401,919"	224	224	0.243478445	0.505110785	"0.335,0.447,0.335"	"0.372,0.386,0.462"	-0.034
44	obscurus1900602	chrChromosome19	+	14263976	14264045	14264337	14264922	14257546	14257629	14265886	14266015	44	"1,0,2"	"8,13,16"	"0,0,0"	"31,28,20"	218	298	0.657243227	0.891177257	"0.146,0.0,0.146"	"0.0,0.0,0.0"	0.097
45	obscurus1900602	chrChromosome19	+	14264337	14264922	14265886	14266015	14263976	14264045	14266194	14266293	45	"8,11,10"	"4,9,8"	"8,20,22"	"31,20,16"	298	278	0.140322567	0.353599508	"0.651,0.533,0.538"	"0.194,0.483,0.562"	0.161
46	obscurus1900090	chrChromosome19	+	2216032	2216245	2217327	2217453	2215893	2215968	2217537	2217693	46	"82,74,60"	"23,67,39"	"48,26,16"	"47,46,7"	298	275	0.125732619	0.332628307	"0.767,0.505,0.587"	"0.485,0.343,0.678"	0.118
47	obscurus1900069	chrChromosome19	-	1848832	1849046	1850908	1850963	1848278	1848344	1853563	1853697	47	"2,2,2"	"7,4,3"	"1,0,0"	"45,12,17"	204	298	5.91E-05	0.001095636	"0.294,0.422,0.493"	"0.031,0.0,0.0"	0.393
48	obscurus1900061	chrChromosome19	+	1775723	1775795	1776729	1776873	1775376	1775451	1778141	1778206	48	"382,031,662,354"	"14,567,124,949,021"	"133,011,871,601"	"549,143,294,173"	221	293	0.17976008	0.424098849	"0.258,0.251,0.257"	"0.243,0.267,0.337"	-0.027
49	obscurus1900061	chrChromosome19	+	1776729	1776873	1778141	1778206	1775723	1775795	1780530	1780681	49	"13,678,141,869,671"	"611,156,684,348"	"599,043,044,424"	"253,715,271,368"	293	214	0.031852103	0.13098061	"0.62,0.646,0.619"	"0.633,0.673,0.703"	-0.041
50	obscurus1900061	chrChromosome19	+	1776729	1776873	1780530	1780681	1775723	1775795	1781504	1781582	50	"13,667,141,759,657"	"624,951,184,537"	"598,643,044,423"	"233,914,141,318"	293	298	0.005362089	0.038053532	"0.69,0.738,0.684"	"0.722,0.756,0.773"	-0.046
51	obscurus1900061	chrChromosome19	+	1778141	1778206	1780530	1780681	1776729	1776873	1781504	1781582	51	"871,772,445,105"	"625,851,334,549"	"338,930,383,318"	"234,314,131,319"	214	298	6.10E-05	0.001095636	"0.66,0.663,0.61"	"0.668,0.75,0.778"	-0.088
52	obscurus1900028	chrChromosome19	+	863828	863949	864377	864520	863534	863543	868250	868341	52	"27,23,21"	"5,12,6"	"38,18,62"	"47,30,34"	270	292	0.000911815	0.011462813	"0.854,0.675,0.791"	"0.466,0.394,0.664"	0.265
53	obscurus1900028	chrChromosome19	+	864377	864520	868250	868341	863828	863949	868953	869084	53	"49,25,18"	"40,5,7"	"55,11,41"	"45,34,15"	292	240	0.125869575	0.332628307	"0.502,0.804,0.679"	"0.501,0.21,0.692"	0.194
54	obscurus1900028	chrChromosome19	+	868250	868341	868953	869084	864377	864520	869412	869499	54	"1,6,3"	"35,10,11"	"48,23,14"	"22,26,41"	240	280	0.002927832	0.024538018	"0.032,0.412,0.241"	"0.718,0.508,0.285"	-0.275
55	obscurus1900003	chrChromosome19	+	40626	40821	43839	44061	39180	39461	45032	45255	55	"34,37,20"	"54,55,13"	"6,8,5"	"2,3,5"	298	298	0.050305822	0.181430833	"0.386,0.402,0.606"	"0.75,0.727,0.5"	-0.194
56	obscurus1801057	chrChromosome18	-	25908393	25908500	25908573	25908745	25908051	25908190	25909162	25909165	56	"616,851,604,168"	"723,952,044,309"	"261,418,571,129"	"225,013,981,327"	298	256	0.128315739	0.334313483	"0.423,0.46,0.454"	"0.5,0.533,0.422"	-0.039
57	obscurus1801041	chrChromosome18	-	25557301	25557423	25557737	25557819	25557194	25557222	25558288	25558408	57	"5,24,4"	"9,11,4"	"10,18,12"	"18,29,22"	231	271	0.069409046	0.222919565	"0.395,0.719,0.54"	"0.395,0.421,0.39"	0.149
58	obscurus1801028	chrChromosome18	+	25260573	25260699	25265458	25265592	25259872	25259986	25266415	25266533	58	"249,701,243,764,126,000"	"19,653,916,727,894,500"	"118,056,131,081,111,000"	"1,066,407,874,657,380"	275	283	0.295905891	0.561192483	"0.567,0.6,0.578"	"0.533,0.631,0.667"	-0.029
59	obscurus1801028	chrChromosome18	+	25266415	25266533	25267755	25267831	25265458	25265592	25267991	25268054	59	"19,502,316,687,593,100"	"13,807,612,400,064,400"	"1,077,917,909,257,740"	"752,776,349,345,201"	267	225	0.448998395	0.721759676	"0.543,0.531,0.549"	"0.547,0.512,0.518"	0.015
60	obscurus1801028	chrChromosome18	+	25266415	25266533	25267991	25268054	25265458	25265592	25268140	25268210	60	"19,503,216,687,393,100"	"13,265,510,521,061,100"	"1,077,767,909,057,740"	"784,714,098,231,563"	267	212	0.243960777	0.505110785	"0.539,0.557,0.547"	"0.522,0.605,0.592"	-0.025
61	obscurus1800961	chrChromosome18	+	22398835	22399039	22420377	22420509	22388486	22388540	22420577	22420712	61	"189,173,90"	"32,40,5"	"116,27,80"	"1,9,6"	298	281	0.023485395	0.108204962	"0.848,0.803,0.944"	"0.991,0.739,0.926"	-0.02
62	obscurus1800961	chrChromosome18	+	22398835	22399039	22421907	22422121	22388486	22388540	22428968	22429153	62	"174,161,73"	"198,240,99"	"93,26,67"	"45,17,38"	298	298	3.38E-08	1.24E-06	"0.468,0.401,0.424"	"0.674,0.605,0.638"	-0.208
63	obscurus1800961	chrChromosome18	+	22420377	22420509	22420577	22420712	22398835	22399039	22421907	22422121	63	"313,287,132"	"53,50,34"	"78,38,36"	"51,19,30"	281	284	2.36E-10	1.22E-08	"0.857,0.853,0.797"	"0.607,0.669,0.548"	0.228
64	obscurus1800961	chrChromosome18	+	22420377	22420509	22428968	22429153	22398835	22399039	22434377	22434498	64	"139,104,57"	"76,56,29"	"45,19,21"	"14,7,8"	281	298	0.044666501	0.168196557	"0.66,0.663,0.676"	"0.773,0.742,0.736"	-0.084
65	obscurus1900594	chrChromosome19	+	14094472	14094633	14096783	14096896	14092901	14092972	14098494	14098541	65	"5,5,2"	"2,1,0"	"4,12,5"	"1,5,11"	298	262	0.012680418	0.071074953	"0.687,0.815,1.0"	"0.779,0.678,0.286"	0.253
66	obscurus1800885	chrChromosome18	-	20269847	20269955	20270060	20270138	20269674	20269759	20270227	20270365	66	"292,229,142"	"647,526,303"	"39,54,74"	"48,68,125"	227	257	0.002016411	0.019634079	"0.338,0.33,0.347"	"0.479,0.473,0.401"	-0.113
67	obscurus1800825	chrChromosome18	-	19075883	19075916	19076346	19076521	19075268	19075410	19077072	19077133	67	"250,240,105"	"11,12,5"	"111,91,162"	"6,6,6"	298	182	0.884678018	1	"0.933,0.924,0.928"	"0.919,0.903,0.943"	0.007
68	obscurus1800825	chrChromosome18	-	19082451	19082544	19084485	19084617	19081512	19081630	19086684	19086798	68	"140,123,75"	"37,46,13"	"102,61,116"	"22,7,6"	281	242	0.001064621	0.012700168	"0.765,0.697,0.832"	"0.8,0.882,0.943"	-0.11
69	obscurus1800825	chrChromosome18	-	19084485	19084617	19086684	19086798	19082451	19082544	19086880	19086970	69	"108,106,50"	"106,141,55"	"69,31,53"	"77,53,67"	263	281	0.419162783	0.693138677	"0.521,0.445,0.493"	"0.489,0.385,0.458"	0.042
70	obscurus1800810	chrChromosome18	-	18939198	18939372	18939607	18939735	18938502	18938689	18941736	18941908	70	"14,12,6"	"6,13,4"	"3,0,7"	"12,14,7"	277	298	0.002615912	0.022568654	"0.715,0.498,0.617"	"0.212,0.0,0.518"	0.367
71	obscurus1800650	chrChromosome18	-	13511742	13511937	13512185	13512305	13511502	13511645	13512374	13512479	71	"69,88,84"	"71,113,86"	"85,54,55"	"97,37,84"	269	298	0.892640642	1	"0.518,0.463,0.52"	"0.493,0.618,0.42"	-0.01
72	obscurus1800499	chrChromosome18	-	10596146	10596281	10597070	10597207	10595889	10595999	10599774	10599924	72	"2,2,5"	"3,4,2"	"11,8,4"	"18,10,8"	286	284	0.522909586	0.778613258	"0.398,0.332,0.713"	"0.378,0.443,0.332"	0.097
73	obscurus1800497	chrChromosome18	+	10550617	10550767	10551024	10551118	10550259	10550451	10551252	10551300	73	"1,19,25"	"1,3,6"	"2,5,0"	"1,0,0"	298	243	1	1	"0.449,0.838,0.773"	"0.62,1.0,NA"	-0.123
74	obscurus1800447	chrChromosome18	+	10042058	10042139	10042335	10042425	10041778	10041862	10042503	10042587	74	"5,6,1"	"13,20,5"	"6,13,4"	"11,3,7"	230	239	0.022320898	0.105635588	"0.286,0.238,0.172"	"0.362,0.818,0.373"	-0.286
75	obscurus1800447	chrChromosome18	+	10042335	10042425	10042503	10042587	10042058	10042139	10042666	10042759	75	"5,12,4"	"11,6,12"	"10,4,3"	"7,8,6"	239	233	0.865233713	1	"0.307,0.661,0.245"	"0.582,0.328,0.328"	-0.008
76	obscurus1800336	chrChromosome18	+	8444909	8445143	8446173	8447034	8444306	8444657	8447234	8447326	76	"38,51,35"	"59,52,16"	"31,17,10"	"25,15,15"	298	298	0.941509557	1	"0.392,0.495,0.686"	"0.554,0.531,0.4"	0.029
77	obscurus1800308	chrChromosome18	+	7923393	7923486	7923754	7923847	7922307	7922377	7925792	7925977	77	"1,6,3"	"7,2,4"	"1,0,0"	"13,9,11"	242	242	3.67E-06	8.72E-05	"0.125,0.75,0.429"	"0.071,0.0,0.0"	0.411
78	obscurus1800284	chrChromosome18	-	7358051	7358156	7358931	7359044	7357849	7357930	7359601	7359783	78	"45,26,25"	"15,4,13"	"28,22,18"	"16,16,11"	262	254	0.038323114	0.150555091	"0.744,0.863,0.651"	"0.629,0.571,0.613"	0.148
79	obscurus1800210	chrChromosome18	+	5297699	5297768	5297842	5297912	5297533	5297613	5298529	5298630	79	"827,990,471"	"703,604,307"	"338,645,540"	"216,233,218"	218	219	0.000788619	0.010357981	"0.542,0.622,0.606"	"0.611,0.736,0.713"	-0.097
80	obscurus2000924	chrChromosome20	-	26334060	26334134	26335888	26335992	26333904	26333983	26344596	26344869	80	"147,84,62"	"118,88,60"	"52,49,55"	"46,33,23"	253	223	0.089313306	0.265526044	"0.523,0.457,0.477"	"0.499,0.567,0.678"	-0.096
81	obscurus1800095	chrChromosome18	-	2753233	2753443	2758195	2758346	2750728	2750911	2758689	2758853	81	"493,563,323"	"62,55,24"	"195,106,153"	"23,18,16"	298	298	0.322615387	0.589007346	"0.888,0.911,0.931"	"0.894,0.855,0.905"	0.025
82	obscurus2000264	chrChromosome20	+	11886156	11886286	11888168	11888270	11883063	11883140	11888649	11888847	82	"24,17,15"	"22,34,24"	"61,20,44"	"46,31,39"	279	251	0.172132043	0.41188496	"0.495,0.31,0.36"	"0.544,0.367,0.504"	-0.083
83	obscurus1800003	chrChromosome18	-	100336	100454	100862	100931	100088	100220	102830	102899	83	"6,18,9"	"1,13,9"	"15,25,10"	"7,12,16"	218	267	0.794646662	0.986303332	"0.88,0.629,0.551"	"0.724,0.718,0.434"	0.061
84	obscurus1700923	chrChromosome17	-	27472966	27473128	27474218	27474392	27472173	27472324	27484700	27484868	84	"90,75,45"	"72,46,39"	"109,92,128"	"96,71,68"	298	298	0.799636564	0.986996182	"0.556,0.62,0.536"	"0.532,0.564,0.653"	-0.012
85	obscurus1700688	chrChromosome17	-	16649249	16649474	16650551	16650662	16648941	16649098	16652690	16652776	85	"23,21,18"	"21,11,29"	"31,22,13"	"22,17,10"	260	298	0.442994354	0.719252826	"0.557,0.686,0.416"	"0.618,0.597,0.598"	-0.051
86	obscurus1700677	chrChromosome17	+	16117322	16117465	16118359	16118472	16113594	16113679	16118601	16118716	86	"11,12,5"	"8,3,3"	"5,11,29"	"8,6,22"	292	262	0.235071774	0.498529477	"0.552,0.782,0.599"	"0.359,0.622,0.542"	0.137
87	obscurus2000707	chrChromosome20	+	20416387	20416471	20419230	20419344	20403506	20403706	20420008	20420137	87	"113,86,51"	"157,176,50"	"48,56,15"	"71,42,50"	233	263	0.925154297	1	"0.448,0.355,0.535"	"0.433,0.601,0.253"	0.017
88	obscurus1700621	chrChromosome17	-	14970250	14970356	14970559	14970625	14969501	14969620	14970743	14970911	88	"40,36,197"	"60,48,180"	"58,124,99"	"68,118,137"	215	255	0.971906784	1	"0.442,0.471,0.565"	"0.503,0.555,0.462"	-0.014
89	obscurus1700570	chrChromosome17	-	13390732	13390825	13390908	13390990	13390546	13390616	13391133	13391219	89	"12,8,8"	"9,8,1"	"10,4,9"	"4,2,9"	231	242	0.890147968	1	"0.583,0.512,0.893"	"0.724,0.677,0.512"	0.025
90	obscurus1700558	chrChromosome17	-	13210482	13210540	13213026	13213122	13209529	13209602	13213279	13213349	90	"33,13,8"	"19,29,2"	"24,22,12"	"6,13,4"	245	207	0.150939331	0.375216415	"0.595,0.275,0.772"	"0.772,0.588,0.717"	-0.145
91	obscurus1700538	chrChromosome17	+	12831235	12831304	12832550	12832653	12831037	12831160	12832975	12833169	91	"106,55,35"	"101,56,45"	"41,39,28"	"75,31,20"	218	252	0.964218664	1	"0.548,0.532,0.473"	"0.387,0.593,0.618"	-0.015
92	obscurus1700483	chrChromosome17	+	12103420	12103506	12103839	12103945	12102479	12102623	12106432	12106610	92	"322,249,96"	"448,360,120"	"197,136,162"	"341,220,182"	235	255	0.605277917	0.850608062	"0.438,0.429,0.465"	"0.385,0.401,0.491"	0.018
93	obscurus0000372	chrContig48	+	95666	95840	113010	113181	91056	92800	124450	124624	93	"0,1,2"	"4,4,0"	"0,0,2"	"4,2,1"	298	298	0.418364	0.693138677	"0.0,0.2,1.0"	"0.0,0.0,0.667"	0.178
94	obscurus0000372	chrContig48	+	113010	113181	124450	124624	95666	95840	161798	161972	94	"0,7,1"	"0,0,0"	"0,0,4"	"0,0,1"	298	298	1	1	"NA,1.0,1.0"	"NA,NA,0.8"	0.2
95	obscurus0000372	chrContig48	+	113010	113181	161798	161972	95666	95840	165600	165775	95	"0,7,1"	"1,0,2"	"0,1,2"	"1,0,0"	298	298	0.296983093	0.561192483	"0.0,1.0,0.333"	"0.0,1.0,1.0"	-0.222
96	obscurus0000372	chrContig48	+	124450	124624	161798	161972	113010	113181	165600	165775	96	"3,4,1"	"0,0,2"	"3,2,1"	"0,0,2"	298	298	1	1	"1.0,1.0,0.333"	"1.0,1.0,0.333"	0
97	obscurus1700372	chrChromosome17	+	9685251	9685377	9686560	9686755	9682931	9683037	9686969	9687065	97	"25,48,26"	"140,157,117"	"25,16,15"	"99,83,55"	275	298	0.90816641	1	"0.162,0.249,0.194"	"0.215,0.173,0.228"	-0.004
98	obscurus1700442	chrChromosome17	+	11336617	11336698	11336849	11336978	11336236	11336259	11337298	11337413	98	"4,9,9"	"4,3,8"	"3,5,10"	"18,2,0"	230	278	0.744060821	0.955878806	"0.547,0.784,0.576"	"0.168,0.751,1.0"	-0.004
99	obscurus2000891	chrChromosome20	-	24991385	24991481	24991627	24991768	24989668	24989785	24993054	24993168	99	"63,53,16"	"34,64,17"	"109,54,102"	"86,55,131"	290	245	0.527458069	0.781419362	"0.61,0.412,0.443"	"0.517,0.453,0.397"	0.033
100	obscurus1700329	chrChromosome17	-	8753253	8753364	8762118	8762169	8746853	8746943	8765600	8765697	100	"1,9,2"	"13,17,7"	"14,7,11"	"26,19,20"	200	260	0.192433229	0.4365197	"0.091,0.408,0.271"	"0.412,0.324,0.417"	-0.128
